time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16;bp17;bp18;bp19;bp20;bp21;bp22;bp23;bp24;bp25;bp26;bp27;bp28;bp29;bp30;bp31;bp32
1.17;videos/cuts_test/50wtf47.mp4;fall;(766.59, 164.72);(777.33, 156.23);(777.34, 154.81);(777.34, 153.76);(780.41, 161.67);(782.61, 163.75);(784.98, 165.78);(784.66, 158.81);(794.41, 173.81);(762.91, 168.76);(766.18, 173.8);(759.65, 172.65);(781.68, 242.25);(684.06, 201.07);(710.4, 240.05);(686.07, 219.71);(696.11, 179.42);(685.86, 215.13);(701.07, 162.08);(694.44, 218.82);(697.97, 154.8);(698.5, 224.27);(695.52, 160.48);(635.86, 321.24);(647.75, 325.87);(502.84, 278.98);(505.17, 283.42);(489.12, 416.79);(410.82, 312.7);(498.54, 432.39);(379.37, 309.72);(434.38, 429.0);(357.3, 266.88)
1.21;videos/cuts_test/50wtf47.mp4;fall;(772.37, 193.96);(780.98, 186.38);(780.54, 184.73);(780.02, 183.21);(785.85, 191.67);(788.86, 193.65);(792.1, 195.79);(787.72, 187.38);(800.24, 203.09);(768.2, 196.95);(772.92, 202.4);(762.26, 198.34);(786.39, 267.55);(695.39, 222.78);(716.34, 285.47);(719.84, 169.78);(707.81, 206.54);(716.78, 146.94);(708.37, 171.41);(724.47, 148.64);(708.79, 157.93);(725.14, 159.55);(707.79, 168.62);(634.34, 327.53);(644.99, 351.0);(508.56, 270.25);(521.25, 282.74);(439.85, 377.24);(409.2, 348.61);(443.35, 404.34);(390.22, 369.84);(389.32, 374.14);(360.62, 300.44)
1.25;videos/cuts_test/50wtf47.mp4;fall;(774.52, 222.31);(783.14, 215.0);(783.29, 213.35);(783.43, 211.86);(786.47, 219.61);(789.02, 221.09);(791.87, 222.83);(790.44, 215.98);(800.23, 230.42);(771.41, 225.22);(774.89, 230.56);(764.77, 231.68);(788.36, 289.12);(693.79, 277.91);(716.52, 297.82);(612.8, 279.21);(704.78, 212.99);(587.24, 285.14);(705.69, 189.42);(585.76, 281.59);(723.55, 181.85);(604.5, 277.13);(724.2, 185.33);(635.42, 340.67);(642.77, 372.81);(516.31, 264.88);(532.64, 285.98);(416.35, 360.97);(417.23, 357.4);(408.29, 385.2);(403.55, 382.53);(366.63, 328.16);(369.53, 323.47)
1.29;videos/cuts_test/50wtf47.mp4;fall;(776.05, 255.45);(784.08, 249.2);(784.24, 248.03);(784.4, 247.0);(787.12, 252.68);(789.44, 253.91);(791.92, 255.39);(790.1, 251.89);(799.22, 262.89);(772.39, 259.25);(775.85, 263.02);(761.89, 266.97);(795.27, 340.88);(693.04, 305.3);(735.71, 394.71);(604.74, 301.34);(693.54, 378.97);(584.62, 303.87);(680.4, 377.68);(587.1, 300.14);(683.03, 370.34);(596.03, 300.79);(689.1, 368.68);(631.48, 370.63);(636.77, 400.28);(521.71, 280.47);(528.23, 321.92);(403.7, 347.41);(412.52, 366.65);(393.61, 370.43);(399.17, 390.6);(346.64, 331.42);(366.51, 339.31)
1.33;videos/cuts_test/50wtf47.mp4;fall;(782.42, 302.46);(789.65, 295.54);(789.1, 293.99);(788.45, 292.56);(793.75, 300.26);(796.03, 301.96);(798.3, 303.83);(791.71, 295.65);(802.76, 310.01);(778.45, 305.86);(782.49, 310.82);(760.85, 304.82);(796.99, 391.42);(715.38, 308.4);(740.56, 420.36);(717.02, 285.57);(714.98, 384.85);(711.33, 272.62);(706.26, 378.96);(717.46, 276.46);(705.65, 371.86);(717.17, 280.13);(708.85, 371.19);(627.65, 402.94);(632.09, 430.56);(525.46, 296.96);(533.09, 353.31);(379.69, 328.13);(422.2, 397.78);(363.15, 349.01);(415.69, 427.54);(328.4, 291.91);(384.92, 368.32)
1.38;videos/cuts_test/50wtf47.mp4;fall;(779.7, 352.09);(787.67, 343.42);(787.19, 341.71);(786.58, 340.1);(791.11, 348.06);(793.02, 349.56);(794.96, 351.19);(789.62, 343.48);(800.38, 357.1);(775.34, 356.18);(778.72, 360.4);(759.39, 354.6);(796.03, 441.07);(707.9, 360.45);(737.61, 473.34);(710.19, 355.54);(711.69, 441.62);(707.38, 352.86);(704.01, 436.27);(714.31, 357.43);(704.11, 429.78);(715.77, 361.17);(706.87, 429.59);(623.54, 445.01);(629.7, 464.97);(527.48, 301.38);(561.92, 371.12);(377.9, 297.9);(470.25, 452.71);(357.78, 309.21);(468.39, 475.05);(346.64, 242.67);(422.55, 432.42)
1.42;videos/cuts_test/50wtf47.mp4;fall;(784.89, 404.0);(791.13, 395.38);(790.38, 393.65);(789.46, 392.04);(794.65, 400.46);(796.37, 402.26);(798.05, 404.24);(790.7, 395.93);(801.63, 411.42);(779.07, 408.37);(782.91, 413.24);(757.22, 406.51);(792.59, 497.14);(704.56, 411.88);(733.43, 540.3);(708.95, 392.74);(709.06, 508.54);(710.25, 386.54);(700.71, 503.03);(721.26, 390.7);(699.65, 494.63);(721.54, 395.01);(702.53, 494.78);(621.89, 474.87);(628.65, 509.06);(534.84, 347.22);(582.55, 416.22);(403.18, 287.98);(510.68, 440.13);(380.11, 287.61);(503.07, 450.55);(384.84, 222.07);(489.49, 423.61)
1.46;videos/cuts_test/50wtf47.mp4;fall;(779.69, 444.98);(787.9, 442.49);(788.03, 442.71);(788.34, 442.88);(790.08, 442.75);(792.03, 443.61);(794.19, 445.73);(791.57, 451.08);(800.41, 454.44);(774.79, 452.98);(780.38, 454.11);(761.36, 493.9);(754.4, 481.21);(705.48, 536.5);(678.68, 510.22);(658.4, 535.2);(648.65, 514.91);(643.52, 539.15);(636.78, 518.91);(644.29, 535.47);(643.38, 514.23);(649.56, 534.11);(648.84, 512.84);(619.61, 532.03);(614.39, 524.09);(556.24, 396.69);(573.48, 411.85);(425.29, 302.73);(533.16, 533.01);(410.65, 298.95);(537.66, 538.49);(422.1, 230.8);(477.76, 546.15)
1.5;videos/cuts_test/50wtf47.mp4;fall;(786.66, 507.96);(796.08, 508.54);(797.14, 509.29);(798.01, 509.98);(795.99, 507.87);(797.01, 508.23);(797.88, 508.61);(802.15, 515.62);(801.99, 514.43);(782.99, 514.62);(784.26, 513.36);(775.48, 557.52);(757.92, 537.4);(710.83, 541.22);(688.09, 543.94);(713.05, 560.48);(700.67, 549.98);(712.89, 564.13);(705.09, 552.29);(716.02, 567.99);(713.79, 551.28);(714.8, 566.54);(713.75, 551.78);(620.82, 587.58);(617.93, 564.6);(574.91, 438.97);(582.95, 452.15);(476.66, 335.25);(512.6, 496.15);(444.05, 331.07);(505.82, 511.5);(470.03, 272.05);(467.87, 481.76)
1.54;videos/cuts_test/50wtf47.mp4;fall;(797.87, 522.85);(807.31, 523.34);(808.07, 523.18);(808.86, 522.95);(808.58, 525.35);(809.83, 526.93);(811.04, 528.43);(812.02, 528.91);(814.23, 537.02);(791.83, 525.38);(792.55, 527.72);(775.91, 536.83);(774.94, 581.15);(710.72, 527.66);(718.66, 579.62);(738.9, 535.17);(745.08, 556.66);(745.38, 539.59);(751.36, 552.88);(749.42, 545.8);(752.69, 549.61);(746.66, 546.05);(751.21, 551.45);(622.45, 592.38);(620.83, 579.09);(591.29, 446.13);(589.72, 459.8);(504.88, 345.63);(504.62, 508.28);(456.61, 335.15);(496.66, 522.2);(498.3, 278.32);(466.13, 487.61)
1.58;videos/cuts_test/50wtf47.mp4;fall;(815.56, 528.12);(828.31, 529.78);(828.53, 528.85);(828.63, 527.86);(829.91, 534.75);(830.87, 537.13);(831.84, 539.56);(827.64, 531.77);(830.04, 548.52);(806.9, 527.82);(808.33, 533.78);(789.13, 518.84);(791.15, 591.59);(712.24, 515.03);(726.49, 588.42);(718.27, 536.66);(738.27, 563.81);(718.35, 543.35);(740.21, 558.85);(722.99, 549.43);(743.46, 553.37);(723.07, 549.29);(743.05, 555.27);(622.72, 578.46);(624.5, 581.47);(590.98, 434.27);(597.82, 479.72);(487.57, 344.12);(510.63, 543.83);(454.31, 337.15);(499.87, 556.03);(497.99, 282.75);(462.5, 529.52)
1.63;videos/cuts_test/50wtf47.mp4;fallen;(828.87, 530.62);(836.6, 529.12);(836.51, 527.85);(836.34, 526.56);(838.51, 534.63);(839.6, 537.26);(840.57, 539.99);(835.39, 529.85);(839.35, 549.36);(821.02, 529.99);(823.67, 537.36);(797.89, 511.85);(804.12, 593.76);(720.5, 513.09);(746.41, 584.25);(720.75, 544.06);(753.69, 560.2);(718.9, 552.17);(754.12, 555.68);(725.53, 559.08);(757.55, 550.46);(725.99, 558.19);(757.61, 551.23);(623.42, 570.12);(625.62, 583.36);(590.52, 431.25);(596.58, 517.23);(481.14, 342.99);(504.91, 540.37);(453.19, 336.3);(492.0, 555.73);(496.94, 277.96);(462.85, 520.87)
1.67;videos/cuts_test/50wtf47.mp4;fallen;(835.87, 520.39);(844.87, 521.58);(844.57, 520.92);(844.17, 520.17);(847.2, 525.66);(848.32, 528.07);(849.26, 530.69);(842.66, 526.09);(847.32, 542.52);(827.56, 521.01);(830.58, 526.3);(800.86, 508.2);(810.76, 592.3);(719.93, 508.59);(740.04, 592.6);(716.67, 540.96);(738.02, 567.04);(713.96, 548.85);(745.62, 562.69);(722.14, 557.39);(743.83, 555.86);(723.36, 556.83);(741.44, 555.87);(626.05, 571.2);(626.18, 587.5);(592.9, 430.28);(598.32, 505.77);(478.74, 343.4);(501.65, 537.78);(451.7, 337.74);(488.45, 552.57);(495.61, 277.36);(470.51, 520.64)
1.71;videos/cuts_test/50wtf47.mp4;fallen;(845.09, 519.35);(854.41, 521.38);(853.92, 520.49);(853.33, 519.57);(856.58, 526.33);(857.39, 529.03);(858.03, 531.87);(849.89, 524.73);(854.13, 543.14);(835.63, 518.86);(837.96, 524.73);(807.72, 508.24);(814.91, 592.99);(725.57, 496.41);(741.42, 591.32);(722.37, 536.83);(731.19, 565.69);(716.42, 546.33);(741.56, 561.51);(720.58, 554.68);(742.36, 554.77);(722.22, 553.61);(735.8, 554.5);(629.94, 570.28);(628.54, 589.54);(592.29, 432.17);(603.34, 506.38);(478.52, 344.67);(501.8, 541.44);(444.56, 339.65);(487.07, 555.77);(491.88, 281.67);(480.41, 526.74)
1.75;videos/cuts_test/50wtf47.mp4;fallen;(849.26, 518.55);(859.48, 521.95);(859.13, 521.46);(858.71, 520.87);(861.25, 525.9);(861.95, 528.33);(862.5, 530.9);(854.89, 527.28);(857.97, 542.35);(838.49, 518.52);(840.08, 522.96);(810.83, 512.72);(817.04, 590.02);(730.32, 490.73);(757.25, 566.87);(725.51, 529.4);(758.56, 529.61);(719.13, 538.44);(760.39, 524.18);(724.81, 545.54);(762.1, 517.97);(725.16, 544.15);(760.96, 518.64);(630.93, 574.46);(629.96, 585.86);(591.44, 433.74);(611.15, 503.39);(474.51, 346.06);(512.07, 541.63);(437.31, 341.22);(496.2, 557.91);(486.31, 283.45);(484.88, 533.63)
1.79;videos/cuts_test/50wtf47.mp4;fallen;(852.82, 520.76);(863.5, 523.95);(863.31, 523.71);(862.96, 523.32);(864.59, 526.91);(865.0, 528.87);(865.28, 530.91);(857.7, 529.99);(859.86, 541.8);(841.86, 521.56);(842.37, 524.7);(811.19, 523.86);(813.55, 578.14);(732.14, 494.04);(795.25, 515.61);(727.92, 526.41);(818.62, 439.22);(724.51, 535.34);(825.24, 420.5);(729.29, 539.99);(827.49, 420.31);(729.22, 537.91);(823.96, 427.33);(631.04, 576.8);(630.51, 582.53);(589.04, 434.01);(606.54, 500.02);(468.12, 348.56);(516.24, 539.73);(431.7, 342.8);(499.4, 555.96);(483.61, 286.96);(487.29, 536.11)
1.84;videos/cuts_test/50wtf47.mp4;fallen;(853.47, 525.19);(863.4, 528.12);(863.42, 528.23);(863.27, 528.26);(863.78, 530.28);(864.05, 532.06);(864.18, 533.98);(858.08, 536.08);(858.86, 544.8);(842.99, 526.77);(842.79, 529.2);(811.27, 532.02);(812.29, 577.8);(734.64, 496.12);(801.98, 512.37);(734.37, 517.84);(835.92, 442.97);(726.19, 523.56);(846.01, 428.51);(731.27, 528.77);(848.71, 427.79);(731.19, 527.65);(844.11, 432.7);(629.29, 579.88);(630.85, 584.31);(586.79, 434.65);(608.92, 496.66);(458.49, 351.88);(513.97, 539.81);(426.92, 343.43);(499.52, 557.18);(480.76, 288.22);(480.46, 531.41)
1.88;videos/cuts_test/50wtf47.mp4;fallen;(850.09, 528.34);(859.74, 531.48);(859.97, 531.63);(860.07, 531.65);(859.74, 533.51);(859.96, 535.28);(860.09, 537.13);(855.81, 539.85);(855.58, 547.83);(840.46, 530.39);(839.79, 532.56);(810.97, 534.54);(810.27, 577.96);(733.79, 499.82);(796.9, 512.8);(739.9, 507.34);(834.93, 455.82);(742.54, 512.61);(849.74, 442.29);(750.86, 518.76);(853.89, 440.97);(747.76, 517.97);(847.84, 445.54);(628.39, 578.17);(631.09, 587.85);(586.29, 434.96);(609.08, 502.56);(451.62, 355.41);(512.1, 538.75);(421.75, 345.17);(497.83, 555.83);(479.97, 288.4);(477.84, 521.83)
1.92;videos/cuts_test/50wtf47.mp4;fallen;(849.45, 531.73);(859.53, 535.67);(859.94, 535.95);(860.24, 536.08);(859.39, 537.22);(859.69, 538.79);(859.89, 540.37);(856.79, 544.78);(855.87, 551.58);(840.73, 533.8);(839.58, 535.26);(813.07, 539.89);(809.34, 579.41);(738.05, 504.79);(788.55, 514.82);(741.96, 509.98);(836.18, 461.87);(745.48, 515.55);(851.8, 449.4);(752.34, 522.38);(855.97, 448.25);(750.25, 522.61);(849.5, 452.38);(626.76, 581.11);(631.27, 586.21);(580.73, 438.77);(606.64, 498.78);(445.97, 359.21);(515.53, 537.85);(418.2, 348.95);(502.57, 555.11);(469.06, 291.7);(480.95, 532.04)
1.96;videos/cuts_test/50wtf47.mp4;fallen;(852.98, 535.98);(862.76, 539.98);(863.12, 540.1);(863.39, 540.08);(862.75, 541.84);(863.08, 543.47);(863.32, 545.07);(859.62, 548.19);(858.97, 555.26);(844.11, 537.64);(843.27, 539.29);(814.55, 542.41);(810.65, 580.69);(735.7, 508.51);(790.19, 517.68);(738.4, 508.98);(837.69, 463.53);(741.19, 514.26);(853.27, 450.9);(750.7, 523.08);(857.3, 450.27);(746.53, 521.74);(851.02, 454.54);(624.13, 579.94);(631.02, 586.61);(570.14, 440.34);(597.17, 493.66);(435.81, 359.36);(523.51, 538.78);(410.43, 351.64);(508.38, 557.26);(457.95, 292.12);(486.49, 536.11)
2.0;videos/cuts_test/50wtf47.mp4;fallen;(855.14, 537.5);(864.78, 540.98);(864.96, 540.82);(865.05, 540.49);(865.17, 543.58);(865.58, 545.42);(865.9, 547.29);(861.02, 547.6);(861.21, 557.44);(845.97, 538.55);(845.5, 541.01);(813.93, 543.78);(813.59, 584.12);(734.12, 508.96);(800.87, 518.14);(738.29, 507.15);(839.75, 460.0);(744.98, 514.9);(854.12, 448.94);(749.67, 519.85);(857.78, 448.17);(747.95, 519.56);(852.38, 451.54);(622.12, 578.0);(630.16, 590.81);(559.34, 441.06);(598.86, 500.03);(427.31, 360.68);(523.18, 536.85);(398.73, 353.57);(507.06, 556.32);(451.79, 294.56);(488.45, 528.88)
2.04;videos/cuts_test/50wtf47.mp4;fallen;(856.51, 536.94);(866.39, 540.39);(866.51, 540.23);(866.54, 539.87);(866.83, 543.16);(867.21, 545.1);(867.52, 547.12);(862.17, 546.91);(862.5, 557.65);(847.0, 538.14);(846.53, 540.78);(814.71, 545.05);(814.41, 584.28);(733.11, 511.15);(800.73, 518.17);(731.56, 508.76);(835.92, 457.86);(740.46, 518.6);(851.3, 446.86);(740.67, 520.05);(854.3, 445.78);(740.82, 520.16);(848.02, 449.32);(619.91, 577.35);(628.2, 589.36);(551.8, 443.9);(601.28, 500.74);(420.59, 363.76);(524.34, 536.5);(391.94, 356.81);(509.33, 555.65);(444.64, 296.88);(487.05, 530.55)
2.09;videos/cuts_test/50wtf47.mp4;fallen;(854.76, 535.24);(865.05, 539.23);(865.26, 539.29);(865.38, 539.16);(865.27, 541.59);(865.61, 543.48);(865.89, 545.45);(861.0, 547.25);(861.0, 556.61);(845.19, 536.81);(844.52, 539.14);(815.76, 544.76);(813.49, 581.3);(732.92, 510.14);(797.56, 518.39);(722.74, 507.52);(834.67, 455.24);(739.08, 520.46);(849.4, 444.02);(727.6, 518.59);(852.9, 443.45);(728.57, 518.64);(846.95, 446.88);(619.34, 576.76);(626.67, 588.77);(547.6, 447.92);(600.79, 501.88);(411.56, 367.57);(522.07, 537.12);(384.51, 362.69);(508.46, 557.03);(440.42, 304.47);(486.41, 529.42)
2.13;videos/cuts_test/50wtf47.mp4;fallen;(853.53, 534.39);(863.93, 538.74);(864.11, 538.86);(864.22, 538.8);(864.25, 541.03);(864.63, 542.97);(864.95, 544.99);(859.94, 546.93);(860.12, 556.39);(843.9, 535.88);(843.37, 538.03);(815.52, 543.06);(814.0, 580.39);(732.71, 509.03);(801.62, 517.7);(722.62, 506.88);(836.49, 450.98);(729.04, 518.64);(851.29, 440.1);(727.36, 517.73);(854.32, 439.92);(728.23, 517.72);(848.5, 442.88);(619.41, 577.91);(626.88, 586.9);(542.37, 453.25);(606.28, 505.06);(405.68, 372.74);(524.09, 536.61);(380.26, 368.26);(510.11, 556.15);(435.28, 309.13);(489.55, 531.33)
2.17;videos/cuts_test/50wtf47.mp4;fallen;(854.51, 534.92);(864.88, 539.42);(865.01, 539.5);(865.08, 539.41);(865.26, 541.86);(865.61, 543.87);(865.9, 545.98);(860.44, 547.5);(860.76, 557.35);(844.86, 536.29);(844.34, 538.49);(815.8, 543.77);(813.64, 579.38);(732.76, 509.98);(802.45, 514.63);(722.78, 506.29);(836.71, 449.43);(732.83, 516.95);(851.55, 438.01);(727.67, 517.6);(854.57, 437.73);(728.28, 517.49);(848.95, 440.86);(619.23, 579.09);(627.01, 585.96);(539.06, 456.63);(608.68, 509.44);(401.83, 375.4);(523.16, 537.01);(377.27, 372.96);(509.25, 555.66);(431.95, 316.32);(492.27, 529.63)
2.21;videos/cuts_test/50wtf47.mp4;fallen;(854.59, 535.5);(864.97, 539.56);(865.16, 539.57);(865.31, 539.39);(865.28, 542.09);(865.62, 544.1);(865.92, 546.18);(860.95, 547.26);(861.08, 557.36);(845.01, 536.85);(844.5, 539.04);(815.99, 545.11);(814.23, 578.28);(732.66, 511.07);(802.67, 510.87);(722.93, 506.33);(837.14, 447.79);(734.08, 517.62);(852.52, 436.05);(727.9, 517.07);(855.56, 435.95);(728.44, 516.98);(849.89, 439.4);(619.24, 579.39);(627.16, 585.23);(535.89, 457.11);(611.52, 507.38);(400.19, 378.24);(522.96, 537.43);(375.48, 375.9);(508.43, 559.88);(428.41, 318.89);(491.44, 529.7)
2.25;videos/cuts_test/50wtf47.mp4;fallen;(855.18, 535.46);(865.55, 539.32);(865.77, 539.29);(865.94, 539.03);(865.79, 541.83);(866.1, 543.81);(866.37, 545.82);(861.66, 546.74);(861.47, 557.02);(845.6, 536.88);(845.18, 539.0);(816.46, 546.04);(815.25, 577.47);(733.25, 511.6);(803.18, 508.79);(723.8, 506.1);(838.68, 447.17);(734.67, 517.76);(854.78, 435.38);(728.83, 516.92);(857.45, 435.67);(729.34, 516.72);(851.72, 439.0);(619.49, 579.54);(627.53, 584.64);(534.71, 457.68);(611.13, 505.31);(399.74, 381.15);(522.43, 536.92);(374.59, 378.01);(507.98, 558.61);(425.69, 320.27);(490.62, 529.24)
2.29;videos/cuts_test/50wtf47.mp4;fallen;(855.8, 535.51);(866.18, 539.61);(866.42, 539.67);(866.62, 539.49);(866.37, 541.9);(866.66, 543.82);(866.91, 545.76);(862.31, 547.39);(861.84, 557.0);(846.22, 537.07);(845.85, 538.89);(817.05, 547.79);(815.57, 577.34);(733.94, 511.8);(802.57, 506.96);(723.84, 505.92);(839.53, 446.83);(734.93, 517.2);(855.7, 435.22);(737.47, 518.44);(858.37, 435.74);(729.36, 516.42);(852.73, 439.0);(619.66, 580.15);(628.08, 584.28);(533.69, 457.93);(610.26, 504.76);(399.29, 382.11);(522.06, 536.52);(374.12, 378.81);(507.56, 557.64);(424.69, 320.46);(490.33, 528.51)
2.34;videos/cuts_test/50wtf47.mp4;fallen;(855.76, 535.8);(866.13, 540.0);(866.38, 540.12);(866.6, 540.0);(866.3, 542.19);(866.59, 544.08);(866.84, 545.99);(862.52, 548.08);(861.87, 557.28);(846.11, 537.48);(845.74, 539.12);(818.02, 549.1);(815.56, 577.11);(738.61, 511.38);(801.89, 504.8);(724.48, 505.82);(840.18, 446.18);(735.09, 517.87);(856.24, 435.0);(740.76, 519.4);(858.86, 435.43);(729.99, 516.24);(853.36, 438.76);(619.73, 580.0);(628.51, 584.01);(534.19, 458.57);(609.7, 503.71);(399.9, 381.05);(521.83, 536.26);(374.58, 377.66);(507.31, 557.02);(426.13, 319.69);(490.11, 526.95)
2.38;videos/cuts_test/50wtf47.mp4;fallen;(855.74, 535.61);(866.16, 539.83);(866.41, 539.99);(866.63, 539.91);(866.32, 541.93);(866.61, 543.81);(866.85, 545.69);(862.61, 548.21);(861.91, 557.09);(845.98, 537.4);(845.6, 538.97);(818.45, 549.26);(815.6, 576.96);(740.1, 511.09);(801.97, 504.41);(726.24, 505.51);(840.33, 446.02);(737.92, 517.81);(856.34, 434.87);(742.51, 519.92);(858.94, 435.28);(732.02, 515.29);(853.43, 438.65);(619.79, 579.64);(628.71, 583.77);(535.65, 458.47);(611.34, 503.85);(401.25, 379.84);(522.11, 536.1);(375.69, 376.36);(507.14, 556.64);(428.39, 318.74);(489.95, 526.03)
2.42;videos/cuts_test/50wtf47.mp4;fallen;(856.01, 535.38);(866.58, 539.65);(866.82, 539.84);(867.04, 539.8);(866.74, 541.7);(867.01, 543.55);(867.25, 545.43);(862.96, 548.29);(862.27, 556.9);(846.14, 537.21);(845.73, 538.76);(818.78, 549.35);(816.03, 576.85);(740.04, 511.09);(802.43, 505.17);(730.23, 503.06);(839.62, 446.08);(740.31, 517.43);(855.79, 434.85);(741.82, 512.42);(858.54, 435.45);(736.75, 511.94);(852.85, 438.64);(619.83, 580.08);(628.98, 583.6);(536.44, 458.4);(611.09, 505.77);(402.15, 379.6);(522.02, 535.95);(376.87, 376.08);(506.99, 556.46);(428.51, 318.01);(490.83, 524.58)
2.46;videos/cuts_test/50wtf47.mp4;fallen;(856.28, 535.53);(866.87, 539.79);(867.11, 539.99);(867.33, 539.96);(867.02, 541.78);(867.28, 543.59);(867.51, 545.43);(863.23, 548.32);(862.51, 556.73);(846.29, 537.37);(845.93, 538.85);(819.05, 549.3);(816.4, 576.39);(740.81, 511.05);(802.51, 503.5);(731.0, 502.61);(840.24, 445.03);(741.38, 516.41);(856.43, 433.65);(741.38, 510.86);(859.16, 434.27);(737.18, 511.13);(853.35, 437.69);(620.17, 580.53);(629.16, 583.48);(537.17, 458.25);(609.42, 506.45);(403.33, 378.76);(521.7, 535.86);(377.84, 372.34);(506.94, 556.34);(429.82, 313.96);(491.19, 524.36)
0.0;videos/cuts_test/50wtf49.mp4;walk;(596.82, 112.83);(600.66, 100.58);(602.5, 99.98);(604.75, 99.27);(599.18, 100.68);(599.53, 100.34);(599.98, 99.84);(623.35, 100.88);(615.83, 100.9);(603.14, 122.55);(600.63, 123.0);(657.77, 147.23);(627.85, 162.54);(698.0, 205.35);(654.25, 232.64);(661.33, 273.97);(633.41, 276.03);(647.04, 283.13);(628.19, 293.07);(640.78, 272.19);(624.84, 284.99);(643.87, 268.63);(626.79, 276.62);(647.83, 316.49);(630.72, 319.78);(644.37, 438.62);(649.24, 436.76);(665.34, 561.42);(668.26, 550.55);(675.24, 579.81);(676.11, 571.29);(623.05, 575.56);(629.3, 564.32)
0.04;videos/cuts_test/50wtf49.mp4;walk;(597.69, 112.84);(602.1, 100.92);(604.24, 100.28);(606.69, 99.51);(600.24, 101.0);(600.68, 100.57);(601.27, 100.01);(624.19, 100.9);(616.57, 101.15);(605.61, 122.55);(602.49, 123.01);(658.65, 147.26);(631.27, 161.41);(698.17, 206.5);(657.55, 229.47);(660.92, 274.0);(637.52, 276.3);(646.84, 283.13);(629.89, 293.07);(640.68, 272.26);(626.45, 284.87);(643.86, 268.74);(628.79, 277.22);(647.37, 316.65);(630.33, 319.67);(644.48, 437.54);(647.47, 435.5);(666.01, 558.61);(664.28, 545.97);(675.49, 578.6);(673.15, 566.53);(624.74, 575.72);(623.05, 563.07)
0.08;videos/cuts_test/50wtf49.mp4;walk;(598.78, 113.13);(603.3, 101.69);(605.47, 101.01);(607.88, 100.16);(601.5, 101.72);(602.13, 101.18);(602.96, 100.51);(624.91, 101.04);(617.98, 101.51);(607.5, 122.75);(604.53, 123.2);(659.58, 147.48);(634.49, 160.42);(698.37, 207.83);(661.74, 227.32);(660.09, 274.22);(640.04, 276.3);(646.28, 283.24);(631.25, 292.78);(639.96, 272.46);(627.55, 284.36);(643.3, 268.99);(630.03, 277.09);(645.4, 316.84);(629.64, 319.6);(644.41, 437.31);(646.39, 435.25);(666.02, 558.13);(663.18, 545.53);(675.48, 578.3);(672.29, 565.75);(622.22, 576.57);(620.39, 563.06)
0.13;videos/cuts_test/50wtf49.mp4;walk;(600.23, 113.4);(604.88, 102.3);(606.99, 101.64);(609.26, 100.79);(603.28, 102.28);(604.05, 101.69);(605.04, 100.97);(625.97, 101.55);(619.77, 102.12);(608.96, 123.06);(606.26, 123.46);(660.34, 148.05);(636.41, 160.04);(698.62, 209.52);(662.76, 226.9);(658.61, 274.41);(640.19, 276.28);(644.99, 283.25);(631.46, 292.51);(638.77, 272.53);(627.63, 283.86);(642.25, 269.11);(630.1, 276.85);(642.64, 317.05);(628.85, 319.49);(644.43, 436.77);(646.22, 434.96);(666.12, 557.06);(663.17, 545.38);(675.8, 577.44);(672.44, 565.9);(622.29, 576.93);(621.0, 563.47)
0.17;videos/cuts_test/50wtf49.mp4;walk;(602.0, 113.63);(606.54, 102.67);(608.63, 101.99);(610.84, 101.13);(605.06, 102.68);(605.89, 102.09);(606.93, 101.38);(627.38, 101.92);(621.35, 102.57);(610.85, 123.32);(608.29, 123.72);(661.3, 148.57);(637.69, 159.99);(698.71, 211.59);(663.24, 227.17);(656.37, 275.06);(639.9, 277.17);(641.64, 283.49);(631.43, 292.72);(636.53, 272.83);(627.61, 284.1);(640.41, 269.52);(630.02, 277.98);(640.06, 317.45);(628.2, 319.53);(643.75, 436.68);(646.13, 434.91);(666.13, 557.17);(663.23, 545.44);(675.8, 577.42);(672.89, 565.94);(622.3, 577.21);(621.4, 563.98)
0.21;videos/cuts_test/50wtf49.mp4;walk;(604.06, 114.2);(608.44, 103.35);(610.52, 102.65);(612.69, 101.75);(606.97, 103.4);(607.82, 102.8);(608.85, 102.06);(629.2, 102.38);(623.23, 103.11);(613.12, 123.99);(610.65, 124.41);(662.0, 149.08);(640.17, 159.63);(698.82, 213.67);(665.31, 227.24);(654.65, 275.93);(640.27, 277.83);(640.21, 284.27);(631.45, 292.83);(635.13, 273.64);(627.67, 284.35);(639.15, 270.43);(630.18, 278.92);(638.05, 317.68);(627.64, 319.53);(642.88, 437.27);(645.96, 435.96);(666.12, 558.78);(664.85, 546.63);(675.78, 578.06);(675.89, 567.11);(620.47, 577.49);(622.46, 563.99)
