time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16;bp17;bp18;bp19;bp20;bp21;bp22;bp23;bp24;bp25;bp26;bp27;bp28;bp29;bp30;bp31;bp32
0.9;videos/cuts_train/fall08.mp4;sitting;(202.19, 102.95);(202.1, 97.92);(203.28, 96.92);(204.56, 95.85);(200.22, 99.21);(199.9, 99.2);(199.61, 99.11);(210.11, 93.68);(204.35, 96.36);(208.06, 104.07);(205.44, 105.33);(235.43, 105.54);(212.16, 108.83);(233.12, 141.95);(204.84, 134.35);(205.01, 162.69);(193.95, 156.24);(200.04, 168.32);(191.69, 163.01);(196.91, 166.79);(191.95, 163.09);(198.49, 164.4);(193.44, 161.14);(261.94, 148.3);(247.25, 144.54);(212.92, 160.26);(201.46, 156.65);(227.51, 200.76);(224.72, 193.82);(234.92, 205.74);(232.69, 197.53);(214.88, 215.51);(213.92, 209.89)
0.93;videos/cuts_train/fall08.mp4;sitting;(199.44, 105.31);(199.19, 100.14);(200.31, 99.14);(201.56, 98.07);(197.28, 101.49);(196.93, 101.49);(196.63, 101.42);(207.07, 95.78);(201.28, 98.5);(205.63, 106.19);(202.86, 107.52);(232.67, 106.67);(209.21, 110.11);(230.54, 143.44);(202.76, 136.21);(202.94, 165.35);(192.87, 158.42);(198.53, 170.89);(190.96, 164.86);(195.68, 169.14);(191.51, 164.65);(197.04, 166.74);(192.97, 162.82);(261.03, 147.77);(246.28, 144.55);(213.04, 160.32);(201.17, 157.07);(227.86, 200.68);(224.55, 193.83);(235.68, 205.63);(232.66, 197.77);(216.59, 214.8);(214.73, 209.71)
0.97;videos/cuts_train/fall08.mp4;sitting;(195.82, 107.71);(195.41, 102.55);(196.51, 101.59);(197.75, 100.57);(193.52, 103.82);(193.16, 103.82);(192.84, 103.75);(203.48, 98.06);(197.54, 100.67);(202.1, 108.58);(199.28, 109.88);(229.7, 107.72);(206.1, 111.61);(228.44, 144.15);(200.4, 138.47);(200.82, 168.14);(191.68, 160.93);(196.92, 174.17);(190.3, 167.88);(194.25, 172.48);(190.72, 167.49);(195.5, 169.9);(192.04, 165.41);(260.17, 147.53);(245.32, 144.86);(213.0, 160.54);(201.13, 158.34);(228.01, 200.8);(225.63, 193.46);(236.04, 205.92);(234.1, 197.16);(216.57, 214.65);(215.01, 209.65)
1.0;videos/cuts_train/fall08.mp4;sitting;(192.71, 110.24);(191.99, 105.28);(193.02, 104.4);(194.15, 103.44);(190.25, 106.26);(189.94, 106.15);(189.68, 105.95);(199.75, 100.46);(194.27, 102.55);(198.99, 110.81);(196.33, 111.93);(226.83, 108.97);(202.78, 112.28);(225.88, 145.63);(197.94, 139.11);(198.66, 170.68);(190.02, 162.65);(194.96, 176.91);(188.9, 170.24);(192.53, 175.19);(189.27, 170.19);(193.69, 172.77);(190.6, 167.94);(258.64, 147.26);(243.45, 144.74);(212.95, 160.99);(201.43, 157.82);(228.05, 200.74);(226.06, 192.77);(236.28, 205.69);(234.15, 196.35);(216.09, 214.51);(215.39, 209.6)
1.03;videos/cuts_train/fall08.mp4;sitting;(190.04, 112.83);(189.01, 108.08);(190.03, 107.16);(191.14, 106.13);(187.19, 109.21);(186.84, 109.18);(186.53, 109.06);(196.43, 102.84);(190.68, 105.56);(196.43, 113.05);(193.75, 114.35);(223.01, 110.5);(200.29, 113.64);(223.75, 146.76);(195.74, 139.96);(196.62, 173.18);(188.09, 164.69);(193.11, 179.49);(187.11, 172.69);(190.83, 178.02);(187.69, 172.76);(191.98, 175.6);(189.13, 170.4);(257.25, 146.47);(241.65, 144.3);(213.0, 160.96);(201.63, 157.6);(227.91, 200.66);(226.56, 191.48);(236.09, 205.73);(234.0, 195.1);(215.76, 214.5);(216.45, 209.58)
1.07;videos/cuts_train/fall08.mp4;sitting;(187.18, 115.27);(185.92, 110.55);(186.88, 109.62);(187.94, 108.58);(184.1, 111.72);(183.73, 111.7);(183.4, 111.6);(193.21, 105.1);(187.51, 107.97);(193.71, 115.29);(191.09, 116.73);(219.84, 111.58);(197.32, 115.78);(221.21, 148.42);(192.12, 143.35);(194.94, 175.69);(186.45, 168.07);(192.03, 182.28);(185.88, 176.63);(189.62, 181.0);(186.42, 176.74);(190.62, 178.63);(187.83, 174.5);(255.13, 146.03);(239.22, 144.22);(212.97, 160.93);(201.74, 157.34);(227.87, 200.6);(226.38, 191.63);(236.33, 205.84);(233.72, 195.39);(216.21, 214.53);(215.7, 209.81)
1.1;videos/cuts_train/fall08.mp4;sitting;(184.75, 117.86);(183.09, 113.16);(183.99, 112.27);(185.0, 111.25);(181.32, 114.23);(180.97, 114.15);(180.64, 114.0);(190.01, 107.38);(184.7, 110.13);(191.4, 117.68);(188.82, 119.06);(217.07, 112.54);(194.78, 116.65);(219.15, 149.49);(190.07, 144.62);(193.33, 178.12);(185.42, 171.5);(190.02, 184.66);(184.28, 179.11);(187.71, 183.29);(185.29, 179.47);(188.85, 181.11);(186.85, 177.48);(254.96, 144.82);(238.56, 143.72);(212.61, 160.91);(201.85, 157.14);(227.91, 200.56);(226.13, 191.74);(236.97, 205.57);(233.7, 195.6);(216.88, 214.57);(215.79, 210.55)
1.13;videos/cuts_train/fall08.mp4;sitting;(182.1, 120.15);(180.27, 115.45);(181.12, 114.63);(182.08, 113.65);(178.61, 116.31);(178.29, 116.14);(178.0, 115.9);(187.13, 109.75);(182.32, 111.81);(189.0, 119.94);(186.57, 121.17);(214.23, 114.21);(193.48, 117.04);(217.5, 151.04);(189.13, 144.65);(192.39, 180.3);(183.55, 173.42);(189.57, 187.39);(183.11, 181.48);(186.94, 186.07);(183.69, 181.68);(187.81, 183.84);(184.95, 179.46);(253.8, 143.78);(237.32, 142.21);(212.6, 160.9);(201.37, 157.24);(227.86, 200.7);(225.55, 191.73);(236.89, 205.68);(233.35, 195.25);(217.31, 214.59);(215.1, 210.88)
1.17;videos/cuts_train/fall08.mp4;sitting;(180.53, 123.07);(178.47, 118.55);(179.3, 117.75);(180.23, 116.83);(176.8, 119.35);(176.46, 119.17);(176.14, 118.9);(185.21, 112.57);(180.45, 114.43);(187.13, 122.57);(184.85, 123.77);(211.81, 115.72);(190.35, 118.15);(215.17, 151.92);(186.02, 145.98);(190.71, 182.27);(181.12, 175.56);(188.01, 189.71);(180.8, 183.68);(185.5, 188.74);(181.49, 184.14);(186.31, 186.5);(182.6, 181.71);(252.1, 142.54);(235.11, 141.22);(212.31, 160.89);(200.07, 157.14);(227.83, 200.71);(224.43, 191.58);(236.73, 205.71);(232.41, 194.89);(216.99, 214.62);(213.75, 210.86)
1.2;videos/cuts_train/fall08.mp4;fall;(178.85, 125.03);(176.89, 120.72);(177.64, 119.96);(178.49, 119.09);(175.49, 121.38);(175.24, 121.11);(174.99, 120.75);(183.01, 114.5);(178.78, 116.28);(185.03, 124.4);(182.95, 125.36);(209.08, 116.78);(188.08, 118.95);(212.66, 152.94);(184.21, 146.84);(189.5, 184.04);(179.39, 176.86);(186.05, 191.44);(178.49, 184.3);(183.55, 190.53);(179.08, 184.83);(184.51, 188.4);(180.46, 182.89);(249.77, 141.32);(233.25, 140.66);(212.31, 160.9);(199.34, 158.37);(227.78, 200.76);(224.0, 192.37);(236.61, 205.76);(232.03, 195.27);(217.02, 214.75);(213.6, 211.88)
1.23;videos/cuts_train/fall08.mp4;fall;(176.86, 127.13);(174.63, 123.19);(175.25, 122.51);(175.92, 121.75);(173.57, 123.56);(173.44, 123.16);(173.3, 122.67);(180.2, 116.96);(176.84, 118.01);(182.82, 126.36);(181.13, 127.01);(205.82, 118.56);(186.47, 119.49);(209.37, 154.25);(181.92, 148.93);(188.49, 185.72);(177.85, 180.29);(184.68, 194.2);(176.82, 187.37);(181.81, 193.49);(176.86, 187.93);(182.55, 191.22);(178.09, 185.83);(247.63, 140.4);(231.74, 139.82);(211.74, 161.64);(198.29, 159.17);(227.76, 200.85);(223.69, 193.57);(236.64, 205.8);(231.61, 196.38);(217.21, 215.17);(213.59, 212.52)
1.27;videos/cuts_train/fall08.mp4;fall;(174.54, 129.57);(172.67, 125.71);(173.38, 124.99);(174.12, 124.22);(171.44, 126.18);(171.27, 125.77);(171.08, 125.28);(178.47, 119.33);(174.52, 120.53);(180.16, 128.46);(178.35, 129.27);(203.81, 120.03);(182.36, 122.65);(206.33, 156.95);(176.54, 153.99);(185.39, 187.9);(174.51, 184.75);(181.51, 196.23);(173.22, 191.68);(178.5, 196.0);(174.18, 192.69);(179.33, 193.66);(175.17, 190.69);(245.68, 139.52);(228.69, 139.97);(211.03, 162.62);(195.56, 160.6);(227.73, 201.33);(223.07, 194.58);(236.61, 206.13);(229.92, 198.24);(217.19, 215.82);(209.91, 214.3)
1.3;videos/cuts_train/fall08.mp4;fall;(172.24, 133.05);(170.64, 129.32);(171.43, 128.5);(172.22, 127.64);(169.12, 130.06);(168.84, 129.77);(168.53, 129.36);(176.41, 122.37);(171.62, 124.18);(177.95, 131.74);(175.77, 132.85);(201.74, 122.21);(178.15, 124.03);(203.48, 160.29);(172.59, 156.02);(180.61, 190.58);(170.95, 187.79);(177.22, 198.23);(169.68, 195.09);(173.82, 197.95);(170.12, 195.97);(174.73, 195.81);(171.76, 194.03);(242.85, 138.81);(225.08, 140.04);(210.28, 163.03);(192.81, 160.72);(227.69, 201.52);(218.57, 193.81);(236.61, 206.21);(228.39, 196.68);(217.11, 216.2);(209.63, 212.46)
1.33;videos/cuts_train/fall08.mp4;fall;(170.23, 134.82);(168.74, 130.91);(169.52, 129.96);(170.32, 128.97);(167.09, 132.16);(166.7, 132.1);(166.26, 131.94);(174.27, 123.92);(168.81, 126.89);(175.91, 133.49);(173.47, 135.17);(198.58, 124.05);(174.36, 127.45);(201.51, 162.98);(168.79, 159.27);(177.63, 193.2);(166.06, 191.67);(174.3, 201.03);(164.28, 199.06);(171.08, 201.11);(164.92, 199.79);(172.08, 198.85);(166.84, 197.88);(239.42, 137.92);(221.29, 140.21);(208.02, 164.46);(192.25, 160.8);(227.68, 201.51);(219.58, 193.08);(236.91, 205.95);(228.25, 195.64);(217.91, 217.06);(210.38, 212.07)
1.37;videos/cuts_train/fall08.mp4;fall;(167.17, 137.91);(165.86, 133.74);(166.66, 132.83);(167.46, 131.83);(164.08, 134.74);(163.65, 134.52);(163.18, 134.2);(171.59, 126.33);(165.79, 129.08);(173.03, 136.43);(170.5, 138.04);(196.96, 125.28);(170.18, 130.42);(199.32, 165.42);(165.09, 163.98);(176.8, 196.72);(157.94, 196.15);(173.47, 205.18);(155.41, 203.13);(169.77, 205.14);(156.05, 204.29);(170.12, 202.78);(158.05, 202.51);(236.54, 138.03);(218.09, 141.17);(207.17, 165.35);(193.46, 167.76);(227.73, 201.67);(220.21, 193.99);(237.13, 206.09);(228.41, 196.41);(218.3, 217.16);(212.91, 212.42)
1.4;videos/cuts_train/fall08.mp4;fall;(165.83, 140.43);(164.38, 136.57);(165.21, 135.65);(166.05, 134.61);(162.53, 137.56);(162.06, 137.35);(161.53, 137.06);(170.02, 128.83);(163.91, 132.06);(171.51, 139.02);(169.13, 140.64);(194.62, 127.66);(167.22, 132.51);(195.6, 168.4);(159.4, 166.23);(172.72, 200.61);(151.89, 198.48);(170.16, 208.6);(148.29, 206.02);(166.46, 208.5);(149.6, 207.47);(166.74, 206.22);(151.88, 205.67);(233.45, 138.11);(214.93, 141.59);(204.62, 167.82);(192.37, 172.11);(228.26, 201.01);(220.23, 194.38);(238.26, 205.06);(228.64, 196.44);(219.91, 217.09);(214.5, 212.68)
1.43;videos/cuts_train/fall08.mp4;fall;(164.8, 142.86);(163.48, 138.84);(164.38, 137.7);(165.3, 136.42);(161.36, 140.43);(160.82, 140.43);(160.24, 140.38);(168.87, 130.7);(162.24, 136.06);(170.32, 141.26);(167.81, 143.26);(193.25, 130.46);(165.45, 137.69);(191.29, 172.18);(154.1, 170.24);(167.99, 205.41);(143.71, 204.4);(165.92, 213.31);(139.01, 211.5);(162.82, 213.32);(140.29, 212.84);(162.36, 211.4);(143.67, 211.05);(230.4, 138.51);(211.97, 142.71);(201.91, 170.63);(192.02, 175.78);(228.12, 200.37);(220.4, 195.51);(237.63, 203.77);(228.58, 197.03);(220.42, 217.04);(216.34, 213.51)
1.47;videos/cuts_train/fall08.mp4;fall;(162.12, 147.62);(160.86, 144.13);(161.72, 143.26);(162.59, 142.3);(158.97, 144.92);(158.49, 144.66);(158.01, 144.32);(166.21, 136.39);(159.94, 139.54);(167.32, 146.15);(165.16, 147.29);(191.27, 134.84);(161.37, 141.11);(186.17, 177.98);(149.4, 173.19);(162.95, 210.88);(137.37, 210.04);(161.25, 218.81);(132.36, 217.08);(157.63, 218.77);(132.79, 219.08);(157.27, 216.67);(136.09, 216.83);(224.86, 139.48);(206.44, 144.15);(199.32, 174.46);(190.41, 178.54);(228.1, 200.41);(220.46, 196.13);(237.52, 202.76);(227.34, 196.98);(221.16, 217.01);(215.99, 213.47)
1.5;videos/cuts_train/fall08.mp4;fall;(158.55, 151.98);(157.2, 149.12);(158.05, 148.4);(158.88, 147.59);(155.2, 149.6);(154.68, 149.21);(154.14, 148.69);(162.48, 141.69);(156.43, 143.11);(163.81, 150.59);(161.65, 151.42);(188.31, 141.93);(157.98, 144.26);(176.8, 183.59);(144.99, 177.92);(156.67, 216.73);(129.98, 214.66);(154.74, 226.16);(124.12, 221.92);(150.19, 225.99);(125.46, 223.74);(150.1, 223.16);(128.68, 221.78);(220.61, 143.4);(201.52, 146.5);(196.31, 180.48);(182.81, 181.89);(227.63, 198.67);(213.76, 195.34);(236.98, 197.97);(220.06, 194.56);(221.46, 215.96);(212.4, 211.96)
1.53;videos/cuts_train/fall08.mp4;fall;(155.46, 156.51);(153.84, 153.28);(154.6, 152.43);(155.38, 151.45);(151.95, 154.11);(151.41, 153.86);(150.82, 153.44);(158.75, 145.38);(153.2, 147.35);(160.63, 154.91);(158.6, 156.37);(184.36, 146.31);(156.29, 151.67);(173.38, 187.62);(140.64, 182.15);(152.13, 219.94);(125.98, 216.22);(149.22, 229.44);(120.45, 224.23);(144.87, 228.92);(121.57, 226.18);(145.03, 225.83);(124.46, 224.05);(216.77, 146.13);(199.25, 149.6);(193.95, 183.72);(179.0, 187.05);(226.29, 198.33);(209.72, 196.46);(235.55, 196.51);(215.53, 194.75);(222.78, 215.3);(210.8, 211.99)
1.57;videos/cuts_train/fall08.mp4;fall;(151.15, 161.85);(150.3, 158.43);(151.16, 157.63);(152.05, 156.72);(148.19, 159.09);(147.58, 158.77);(146.94, 158.33);(155.48, 150.77);(148.81, 153.16);(155.97, 160.44);(153.17, 161.82);(179.43, 151.65);(152.36, 157.53);(168.02, 192.15);(136.79, 187.15);(149.39, 224.39);(122.02, 221.81);(146.37, 233.27);(115.59, 229.17);(141.39, 232.87);(117.13, 230.26);(141.53, 229.9);(120.61, 228.5);(211.76, 149.47);(194.75, 153.24);(193.48, 189.9);(179.29, 191.59);(225.29, 197.6);(210.29, 195.49);(232.74, 194.25);(217.89, 190.52);(223.55, 215.23);(212.56, 208.79)
1.6;videos/cuts_train/fall08.mp4;fall;(147.41, 167.23);(145.98, 163.66);(146.71, 163.03);(147.49, 162.29);(144.26, 163.83);(143.78, 163.34);(143.25, 162.74);(150.88, 156.41);(145.31, 157.58);(151.96, 166.44);(149.66, 167.16);(174.39, 158.76);(148.85, 160.59);(165.1, 194.67);(133.2, 190.39);(148.0, 227.02);(120.55, 221.81);(144.68, 234.28);(114.33, 228.35);(141.2, 234.1);(115.58, 229.88);(141.47, 231.66);(118.8, 228.21);(208.31, 153.67);(190.44, 155.19);(194.73, 193.86);(178.24, 191.82);(224.12, 197.71);(209.46, 194.49);(230.41, 194.19);(216.59, 190.04);(223.83, 214.88);(212.07, 207.63)
1.63;videos/cuts_train/fall08.mp4;fall;(143.23, 173.58);(141.49, 170.03);(142.2, 169.26);(142.93, 168.39);(139.85, 170.51);(139.41, 170.14);(138.92, 169.69);(146.47, 162.44);(140.86, 164.39);(147.88, 172.41);(145.74, 173.38);(169.0, 164.06);(143.49, 165.41);(162.13, 199.74);(130.26, 192.88);(147.39, 229.44);(119.39, 223.0);(143.41, 235.78);(112.64, 230.13);(140.13, 235.21);(114.32, 230.97);(140.63, 232.77);(118.2, 229.3);(203.52, 156.51);(185.19, 159.11);(195.84, 196.93);(178.54, 199.93);(222.33, 198.16);(206.5, 194.5);(226.6, 194.81);(212.21, 191.05);(223.41, 214.91);(213.91, 206.64)
1.67;videos/cuts_train/fall08.mp4;fall;(139.71, 179.41);(138.38, 175.49);(139.3, 174.44);(140.27, 173.26);(136.23, 176.58);(135.65, 176.37);(135.07, 176.07);(143.79, 166.74);(136.93, 170.32);(144.52, 177.35);(142.02, 178.99);(167.17, 166.7);(137.06, 168.81);(163.45, 200.3);(125.71, 193.47);(146.81, 230.29);(119.43, 223.87);(143.3, 235.65);(111.89, 230.22);(139.14, 235.4);(114.11, 230.86);(139.31, 233.44);(118.21, 229.01);(194.83, 158.83);(176.14, 162.55);(196.56, 199.45);(177.12, 203.77);(220.88, 198.52);(202.96, 195.58);(223.79, 194.95);(206.29, 192.61);(223.26, 214.75);(211.3, 207.04)
1.7;videos/cuts_train/fall08.mp4;fall;(135.34, 184.33);(133.81, 180.63);(134.68, 179.57);(135.52, 178.4);(131.66, 181.68);(131.03, 181.43);(130.42, 181.08);(138.79, 170.76);(132.49, 174.38);(140.2, 181.53);(137.92, 183.18);(163.77, 169.14);(131.21, 172.03);(164.06, 199.65);(122.77, 195.07);(147.36, 228.55);(119.42, 224.18);(145.24, 233.71);(111.61, 230.06);(140.32, 233.58);(115.43, 230.02);(140.48, 231.67);(119.19, 228.46);(188.54, 162.02);(170.27, 166.28);(195.73, 202.41);(174.46, 204.79);(220.04, 201.42);(199.94, 200.28);(222.52, 196.71);(201.96, 197.29);(223.21, 215.88);(211.23, 207.87)
1.73;videos/cuts_train/fall08.mp4;fall;(132.21, 184.96);(130.93, 181.34);(131.82, 180.33);(132.69, 179.18);(128.55, 182.32);(127.82, 182.12);(127.15, 181.86);(136.32, 171.72);(129.02, 176.68);(136.96, 182.47);(134.37, 184.14);(160.39, 171.52);(127.24, 173.43);(161.3, 201.79);(121.55, 197.07);(146.37, 228.9);(118.91, 224.15);(144.0, 234.53);(111.68, 230.36);(139.47, 233.82);(115.15, 230.21);(139.43, 231.65);(118.51, 228.71);(182.69, 164.87);(164.94, 169.38);(195.87, 202.45);(176.68, 213.02);(218.99, 202.66);(200.29, 202.21);(219.95, 197.53);(201.5, 198.88);(223.04, 216.06);(211.11, 209.24)
1.77;videos/cuts_train/fall08.mp4;fall;(130.15, 183.44);(129.29, 179.87);(130.49, 178.62);(131.63, 177.17);(125.84, 181.45);(124.68, 181.45);(123.63, 181.35);(134.84, 170.71);(124.67, 177.3);(135.16, 181.77);(131.35, 183.97);(157.39, 173.05);(123.72, 175.05);(160.39, 201.84);(118.83, 198.88);(146.44, 229.14);(119.33, 224.3);(143.43, 234.52);(112.91, 229.75);(138.9, 233.96);(116.16, 229.46);(139.02, 231.89);(119.04, 228.02);(179.35, 167.77);(164.03, 172.44);(193.54, 204.28);(178.19, 215.17);(218.48, 202.43);(201.71, 201.42);(219.8, 197.45);(201.89, 198.28);(223.67, 215.63);(213.06, 207.13)
1.8;videos/cuts_train/fall08.mp4;fall;(128.57, 182.93);(128.36, 178.86);(129.69, 177.51);(131.01, 175.83);(124.34, 180.63);(122.91, 180.69);(121.47, 180.6);(133.72, 169.77);(121.23, 177.0);(133.4, 181.84);(128.99, 183.99);(153.63, 172.34);(117.2, 176.16);(161.53, 200.17);(115.54, 199.15);(145.91, 229.6);(118.9, 224.43);(143.54, 234.99);(113.25, 229.89);(138.64, 234.29);(116.63, 229.47);(138.74, 232.14);(119.16, 227.98);(172.2, 169.24);(157.15, 174.05);(193.94, 204.14);(178.75, 218.04);(215.67, 202.35);(195.94, 201.45);(217.1, 197.11);(194.96, 198.12);(223.6, 215.46);(209.19, 206.52)
1.83;videos/cuts_train/fall08.mp4;fall;(128.36, 180.66);(128.57, 175.5);(130.03, 174.01);(131.5, 172.4);(124.49, 177.84);(123.18, 178.0);(121.88, 178.03);(133.74, 167.56);(121.87, 174.55);(133.2, 179.4);(128.58, 182.39);(152.01, 171.36);(114.24, 178.64);(161.64, 200.52);(113.61, 199.49);(146.45, 229.11);(118.61, 223.91);(143.72, 235.06);(112.86, 229.85);(138.96, 234.27);(116.37, 229.36);(138.9, 232.0);(119.48, 227.66);(168.94, 171.6);(155.11, 178.42);(192.91, 201.99);(179.06, 218.71);(212.68, 202.19);(191.3, 202.36);(210.11, 199.26);(189.51, 199.54);(221.08, 211.9);(203.73, 205.1)
1.87;videos/cuts_train/fall08.mp4;fall;(128.02, 178.63);(128.41, 173.72);(129.99, 172.42);(131.63, 170.96);(123.25, 175.91);(121.59, 176.24);(119.83, 176.76);(133.2, 166.39);(118.24, 174.99);(130.22, 178.39);(126.74, 181.16);(147.22, 170.62);(111.99, 182.56);(158.77, 199.55);(112.77, 202.21);(146.7, 229.1);(118.89, 224.82);(144.17, 235.21);(113.49, 230.76);(138.64, 234.78);(116.75, 230.11);(138.6, 232.54);(119.97, 228.11);(162.87, 169.0);(152.94, 181.24);(183.32, 200.9);(179.57, 219.55);(210.65, 201.39);(188.42, 197.27);(211.21, 199.37);(185.09, 193.33);(221.99, 213.04);(200.64, 194.4)
1.93;videos/cuts_train/fall08.mp4;fall;(135.09, 171.45);(135.3, 166.46);(136.16, 165.39);(136.8, 164.29);(131.21, 168.56);(129.09, 168.8);(126.81, 168.86);(134.58, 159.61);(121.23, 166.71);(136.73, 172.48);(132.73, 175.15);(146.98, 163.03);(106.93, 178.19);(157.1, 197.55);(101.77, 202.28);(147.55, 228.68);(118.95, 223.48);(145.82, 235.82);(120.72, 229.99);(140.06, 234.41);(125.0, 227.14);(140.24, 231.54);(125.24, 224.7);(151.26, 195.11);(131.4, 207.58);(193.4, 202.48);(153.13, 231.3);(206.34, 200.88);(170.67, 212.71);(204.78, 201.08);(172.53, 208.58);(220.2, 207.48);(180.44, 215.89)
1.97;videos/cuts_train/fall08.mp4;fall;(135.57, 167.06);(135.37, 162.16);(136.17, 161.26);(136.8, 160.3);(131.86, 164.07);(130.11, 164.58);(128.12, 165.08);(134.59, 157.84);(121.53, 164.99);(136.96, 168.97);(133.28, 171.56);(146.01, 163.93);(106.43, 179.22);(156.62, 197.55);(99.12, 204.8);(147.53, 228.58);(119.24, 223.29);(145.35, 235.86);(122.26, 229.1);(140.06, 234.22);(125.29, 225.31);(140.25, 231.22);(125.27, 223.34);(150.92, 193.57);(133.37, 208.73);(193.52, 199.48);(176.9, 223.77);(208.46, 200.9);(190.92, 209.31);(208.3, 201.17);(191.57, 204.64);(220.57, 208.72);(201.49, 213.01)
2.0;videos/cuts_train/fall08.mp4;fall;(135.56, 163.8);(135.29, 159.22);(135.94, 158.55);(136.44, 157.84);(132.11, 160.68);(130.59, 161.11);(128.84, 161.51);(133.77, 156.65);(121.52, 162.12);(136.59, 166.1);(133.27, 167.91);(142.08, 163.9);(104.78, 180.18);(154.75, 196.0);(95.68, 210.83);(147.36, 228.52);(121.58, 223.29);(145.18, 235.85);(128.0, 228.7);(140.12, 233.95);(128.68, 223.86);(140.26, 230.5);(127.61, 222.05);(147.47, 193.7);(133.13, 209.86);(193.51, 200.22);(178.65, 222.82);(208.21, 197.77);(191.08, 208.16);(207.77, 196.95);(191.35, 203.15);(219.87, 203.33);(201.82, 210.5)
2.03;videos/cuts_train/fall08.mp4;fall;(134.09, 163.12);(133.38, 158.85);(133.53, 158.33);(133.66, 157.74);(131.65, 159.76);(130.54, 159.98);(128.68, 160.18);(128.45, 156.98);(120.14, 160.62);(133.71, 166.06);(131.8, 167.07);(137.25, 164.14);(101.93, 181.31);(151.02, 195.1);(93.56, 216.43);(146.59, 228.52);(123.69, 223.21);(144.57, 235.84);(131.14, 227.35);(139.86, 234.02);(131.18, 222.45);(139.98, 230.54);(129.39, 220.79);(145.38, 193.79);(132.22, 211.42);(194.84, 202.88);(178.98, 222.01);(210.59, 197.03);(197.57, 207.55);(211.78, 195.52);(198.19, 202.94);(221.35, 201.39);(209.59, 208.11)
2.07;videos/cuts_train/fall08.mp4;fall;(128.05, 162.0);(127.18, 157.98);(127.27, 157.6);(127.4, 157.18);(125.8, 158.72);(124.75, 158.86);(123.02, 159.09);(126.73, 156.56);(114.15, 159.47);(127.71, 165.49);(126.14, 166.18);(133.08, 166.74);(99.08, 180.98);(147.72, 194.8);(95.3, 217.48);(144.9, 228.29);(129.35, 223.27);(143.94, 235.76);(136.04, 227.58);(139.61, 234.16);(136.86, 223.09);(139.61, 230.68);(135.44, 220.86);(143.14, 194.89);(129.84, 211.26);(193.94, 199.03);(171.38, 218.96);(213.43, 196.58);(191.94, 207.23);(214.22, 195.77);(193.23, 203.72);(225.15, 202.46);(206.84, 207.36)
2.1;videos/cuts_train/fall08.mp4;fall;(123.73, 162.16);(122.22, 158.06);(122.22, 157.62);(122.24, 157.17);(120.89, 159.2);(119.74, 159.57);(118.26, 159.92);(117.65, 156.87);(109.74, 160.64);(123.67, 165.53);(122.11, 166.58);(127.05, 167.57);(94.83, 186.14);(144.06, 191.68);(98.26, 223.3);(143.01, 224.73);(133.22, 223.25);(143.48, 233.84);(139.49, 227.37);(139.03, 233.45);(140.09, 223.35);(138.64, 229.87);(137.95, 221.22);(140.75, 198.77);(128.3, 214.77);(191.16, 198.04);(175.84, 220.09);(212.13, 192.66);(193.88, 204.81);(212.67, 192.26);(194.99, 200.91);(224.32, 194.43);(206.77, 201.26)
2.13;videos/cuts_train/fall08.mp4;fall;(117.7, 163.34);(116.11, 159.03);(116.12, 158.41);(116.22, 157.81);(114.82, 160.37);(113.56, 160.61);(112.36, 160.87);(111.73, 158.85);(104.58, 162.42);(117.81, 166.18);(116.09, 167.62);(122.37, 167.96);(91.9, 186.84);(140.88, 188.97);(101.67, 222.76);(140.58, 222.28);(135.53, 222.13);(143.14, 231.25);(141.41, 225.33);(138.27, 232.38);(143.06, 222.05);(137.38, 229.18);(140.76, 220.52);(140.23, 198.07);(128.48, 214.91);(185.19, 190.7);(176.96, 219.23);(211.75, 191.92);(192.08, 200.92);(213.27, 189.81);(192.1, 196.41);(223.87, 194.72);(205.54, 197.73)
2.17;videos/cuts_train/fall08.mp4;fall;(112.04, 165.82);(111.17, 162.21);(111.46, 161.91);(111.77, 161.49);(108.98, 162.51);(107.37, 162.4);(105.41, 161.95);(108.04, 162.02);(98.21, 163.32);(112.23, 169.38);(108.97, 170.3);(117.29, 168.82);(86.73, 190.35);(137.38, 188.38);(102.96, 222.52);(138.05, 220.33);(135.86, 221.69);(141.95, 229.5);(142.02, 224.62);(136.24, 230.81);(142.6, 221.84);(134.89, 228.19);(140.21, 220.52);(139.88, 198.72);(128.65, 216.66);(180.08, 186.73);(176.79, 218.15);(212.17, 190.94);(193.05, 203.23);(215.16, 190.86);(190.25, 198.52);(224.71, 192.98);(209.33, 202.03)
2.2;videos/cuts_train/fall08.mp4;fallen;(109.14, 168.11);(107.31, 165.64);(107.3, 165.46);(107.28, 165.15);(106.13, 166.22);(105.03, 166.56);(103.59, 166.83);(101.66, 166.85);(94.52, 169.74);(109.57, 171.62);(107.85, 172.73);(111.12, 169.62);(83.63, 195.64);(133.8, 187.27);(102.64, 223.47);(136.61, 219.44);(135.1, 221.67);(140.91, 227.01);(141.9, 224.74);(135.33, 229.49);(141.84, 221.87);(134.12, 226.52);(139.56, 220.49);(138.5, 198.82);(128.84, 217.96);(178.22, 181.24);(174.52, 214.43);(212.09, 189.53);(196.87, 203.88);(214.66, 191.48);(195.46, 200.22);(225.19, 188.26);(216.67, 203.47)
