time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16;bp17;bp18;bp19;bp20;bp21;bp22;bp23;bp24;bp25;bp26;bp27;bp28;bp29;bp30;bp31;bp32
3.42;videos/cuts_test/50wtf43.mp4;fall;(510.53, 321.41);(508.12, 308.46);(510.42, 306.46);(512.65, 304.54);(497.71, 313.1);(492.83, 314.47);(488.06, 315.89);(511.79, 303.6);(477.58, 322.17);(518.66, 328.75);(506.32, 336.16);(567.72, 333.99);(468.12, 403.13);(631.58, 395.99);(459.33, 489.91);(645.09, 466.86);(458.55, 575.26);(660.69, 486.06);(454.01, 598.34);(649.22, 487.27);(465.23, 596.16);(641.75, 482.57);(470.64, 589.17);(632.65, 486.29);(571.04, 515.37);(722.97, 557.47);(564.88, 609.27);(639.21, 536.65);(578.33, 556.75);(620.63, 520.87);(576.76, 541.9);(628.99, 558.77);(594.15, 557.64)
3.46;videos/cuts_test/50wtf43.mp4;fall;(494.4, 329.91);(491.52, 316.65);(493.94, 313.93);(496.12, 311.3);(480.85, 322.76);(476.16, 324.06);(471.36, 325.62);(495.55, 307.65);(461.37, 330.83);(503.58, 336.04);(491.61, 344.86);(554.34, 333.18);(458.73, 406.17);(622.36, 395.06);(452.32, 494.52);(629.68, 473.14);(454.18, 576.53);(641.71, 493.27);(451.06, 598.77);(628.03, 494.81);(462.65, 595.7);(622.92, 488.76);(466.62, 588.22);(625.89, 478.41);(565.91, 508.86);(710.55, 562.37);(563.18, 607.84);(640.36, 536.62);(580.12, 550.26);(621.7, 513.78);(579.01, 536.88);(635.26, 558.17);(595.67, 557.06)
3.5;videos/cuts_test/50wtf43.mp4;fall;(475.53, 336.36);(472.14, 322.37);(475.15, 318.95);(477.69, 315.82);(461.57, 329.89);(457.04, 331.89);(452.76, 333.95);(479.21, 310.61);(445.11, 338.35);(486.48, 340.71);(475.1, 350.4);(542.0, 331.98);(451.44, 407.56);(612.74, 395.81);(446.5, 493.66);(611.62, 480.99);(451.53, 573.48);(620.17, 506.01);(449.33, 596.66);(602.55, 508.77);(461.12, 592.78);(598.14, 502.29);(463.38, 584.72);(619.77, 473.27);(560.12, 504.74);(696.41, 568.32);(561.31, 607.58);(644.34, 536.67);(580.97, 550.15);(622.1, 514.49);(580.5, 534.85);(646.11, 558.87);(599.53, 554.76)
3.55;videos/cuts_test/50wtf43.mp4;fall;(460.35, 342.57);(455.97, 328.28);(458.68, 324.33);(461.36, 320.6);(446.64, 337.2);(442.53, 339.85);(438.54, 342.37);(463.65, 315.23);(432.63, 345.44);(471.56, 346.07);(461.54, 356.32);(529.13, 332.55);(444.44, 409.79);(600.44, 399.8);(444.86, 497.41);(583.73, 490.26);(450.8, 575.78);(587.74, 520.95);(448.33, 599.4);(572.92, 520.77);(459.53, 594.32);(569.97, 512.44);(461.69, 586.11);(613.94, 470.56);(555.71, 503.28);(691.1, 570.55);(565.84, 610.71);(644.13, 536.91);(581.74, 548.61);(624.73, 517.84);(580.38, 533.57);(645.7, 559.04);(600.37, 555.46)
3.59;videos/cuts_test/50wtf43.mp4;fall;(442.26, 349.52);(436.18, 334.94);(438.67, 330.56);(441.13, 326.52);(428.05, 345.29);(424.47, 348.07);(421.11, 350.71);(446.1, 320.44);(418.32, 351.96);(454.38, 351.25);(445.62, 361.59);(516.66, 335.05);(437.65, 412.14);(585.66, 411.69);(443.25, 497.47);(548.85, 504.94);(450.46, 574.46);(551.46, 533.3);(449.75, 597.75);(537.02, 530.25);(460.18, 592.66);(533.37, 523.26);(461.82, 584.56);(611.09, 469.25);(554.64, 502.92);(688.94, 571.21);(566.32, 610.42);(644.3, 536.88);(582.37, 548.58);(628.18, 518.14);(586.19, 533.81);(643.98, 559.19);(604.39, 555.06)
3.63;videos/cuts_test/50wtf43.mp4;fall;(427.7, 357.92);(420.96, 343.24);(423.21, 338.98);(425.88, 334.64);(413.13, 353.16);(410.01, 355.82);(406.91, 358.47);(433.19, 327.04);(406.1, 358.85);(440.76, 359.24);(432.84, 369.01);(506.75, 339.84);(430.24, 415.68);(568.68, 423.94);(439.92, 500.84);(524.04, 518.28);(450.82, 575.86);(523.78, 545.74);(450.24, 598.05);(509.63, 544.0);(459.3, 593.0);(507.22, 536.55);(461.01, 585.61);(611.04, 472.18);(554.58, 504.04);(687.38, 569.41);(565.45, 609.24);(657.6, 526.57);(581.33, 548.47);(648.58, 510.51);(586.44, 532.65);(671.92, 545.91);(607.74, 554.53)
3.67;videos/cuts_test/50wtf43.mp4;fall;(413.52, 365.74);(407.02, 351.82);(409.52, 347.63);(412.18, 343.33);(399.21, 361.65);(395.85, 364.56);(393.03, 367.13);(421.6, 334.27);(393.35, 367.27);(427.57, 366.61);(419.28, 377.05);(494.59, 347.95);(422.81, 420.34);(543.89, 441.59);(437.15, 502.0);(489.97, 533.43);(446.58, 571.3);(482.7, 563.4);(449.56, 595.11);(471.08, 562.19);(456.18, 589.51);(470.88, 551.77);(457.04, 581.35);(607.7, 473.68);(550.59, 506.4);(681.47, 572.33);(563.52, 611.27);(672.72, 526.47);(580.38, 548.37);(661.49, 509.59);(582.51, 533.06);(691.85, 541.26);(603.31, 555.94)
3.71;videos/cuts_test/50wtf43.mp4;fall;(401.39, 375.63);(395.03, 361.26);(397.51, 356.78);(400.2, 352.43);(387.04, 371.95);(384.05, 374.81);(381.3, 377.55);(410.42, 343.26);(382.64, 377.52);(416.63, 375.07);(408.71, 386.87);(486.67, 356.25);(414.66, 426.84);(514.44, 458.73);(435.07, 507.17);(460.85, 552.75);(443.41, 571.62);(454.95, 578.8);(443.74, 596.17);(445.51, 579.04);(446.74, 589.89);(448.09, 570.36);(448.8, 581.33);(600.57, 475.82);(545.28, 508.25);(679.94, 577.11);(562.5, 610.89);(688.15, 526.79);(589.58, 550.01);(677.35, 511.13);(580.95, 535.64);(707.49, 541.21);(609.37, 557.51)
3.75;videos/cuts_test/50wtf43.mp4;fall;(390.31, 385.14);(383.37, 370.87);(385.78, 366.34);(388.45, 361.95);(375.22, 382.31);(372.21, 385.36);(369.24, 388.36);(398.39, 353.06);(370.32, 389.15);(406.19, 384.68);(397.55, 396.79);(476.8, 366.31);(407.39, 434.22);(487.47, 484.08);(439.85, 513.27);(433.69, 579.49);(443.56, 581.43);(418.91, 603.45);(441.02, 599.32);(410.79, 602.4);(439.86, 597.26);(419.28, 594.84);(443.61, 590.65);(595.09, 476.4);(540.73, 509.51);(675.91, 576.74);(559.66, 609.63);(691.85, 527.02);(587.7, 553.94);(683.31, 512.72);(581.03, 538.12);(722.64, 538.12);(615.33, 558.16)
3.8;videos/cuts_test/50wtf43.mp4;fall;(382.08, 402.25);(375.12, 387.44);(377.62, 382.92);(380.04, 378.55);(367.34, 398.43);(364.57, 401.28);(361.8, 403.92);(389.07, 368.56);(363.15, 401.87);(398.67, 401.37);(390.72, 413.55);(467.01, 378.79);(401.26, 440.3);(457.47, 503.35);(442.6, 510.82);(415.78, 591.43);(446.5, 582.7);(398.23, 617.87);(444.21, 597.5);(388.23, 614.77);(446.5, 596.1);(393.83, 608.59);(448.86, 590.66);(591.23, 477.75);(538.07, 510.04);(667.3, 575.19);(557.75, 609.51);(698.4, 527.38);(586.95, 555.56);(693.35, 515.06);(580.79, 540.17);(740.16, 536.79);(618.86, 560.33)
3.84;videos/cuts_test/50wtf43.mp4;fall;(371.74, 418.87);(364.66, 403.56);(367.19, 398.8);(369.55, 394.37);(357.31, 414.4);(354.65, 417.0);(352.15, 419.33);(377.9, 384.66);(353.93, 416.4);(389.48, 417.35);(381.77, 429.07);(458.21, 394.68);(392.23, 444.36);(442.57, 523.67);(436.78, 514.96);(405.54, 613.05);(440.63, 587.25);(387.18, 628.01);(439.25, 597.7);(380.41, 622.57);(437.43, 597.27);(386.49, 619.39);(438.85, 594.29);(583.39, 479.83);(532.15, 509.87);(656.26, 574.69);(555.65, 610.99);(703.68, 527.92);(582.91, 562.86);(700.05, 515.42);(576.2, 547.0);(748.66, 538.65);(619.49, 569.54)
3.88;videos/cuts_test/50wtf43.mp4;fall;(362.07, 439.55);(354.66, 424.73);(356.86, 420.14);(359.16, 415.42);(348.24, 434.15);(345.97, 436.16);(344.05, 437.8);(369.2, 403.96);(347.03, 432.75);(381.12, 437.73);(373.25, 447.77);(451.04, 410.22);(387.12, 451.56);(442.75, 537.22);(434.4, 521.0);(406.83, 625.47);(440.71, 587.49);(383.49, 631.01);(438.96, 596.5);(378.99, 625.03);(434.58, 595.54);(385.72, 624.19);(437.49, 592.63);(578.14, 483.3);(525.3, 510.29);(653.97, 574.73);(546.61, 610.48);(700.5, 529.55);(582.39, 568.38);(698.38, 516.51);(577.07, 554.39);(746.2, 540.07);(619.38, 589.51)
3.92;videos/cuts_test/50wtf43.mp4;fall;(358.62, 459.55);(349.52, 445.86);(351.52, 440.88);(353.36, 435.71);(343.82, 455.14);(341.94, 457.0);(340.03, 458.82);(361.5, 422.37);(342.53, 453.68);(376.65, 456.78);(369.9, 466.53);(445.57, 425.8);(381.09, 464.77);(452.07, 551.05);(435.54, 529.7);(409.32, 631.65);(441.07, 587.08);(386.27, 633.88);(440.85, 595.01);(380.14, 627.17);(438.6, 595.46);(387.82, 627.28);(441.73, 590.8);(570.11, 486.77);(517.25, 514.34);(649.33, 576.14);(546.96, 610.0);(700.29, 532.28);(582.46, 571.66);(701.37, 518.61);(577.76, 558.9);(749.76, 540.74);(625.9, 588.09)
3.96;videos/cuts_test/50wtf43.mp4;fall;(355.97, 486.28);(346.47, 475.17);(348.13, 471.47);(349.65, 467.49);(342.28, 481.59);(340.95, 483.0);(339.67, 484.25);(357.63, 450.18);(342.75, 473.84);(372.44, 481.56);(367.53, 489.01);(440.48, 436.11);(377.56, 479.55);(454.54, 555.35);(437.06, 536.3);(410.26, 634.05);(441.82, 588.35);(386.78, 637.42);(439.72, 593.34);(379.35, 630.28);(436.6, 595.38);(387.01, 629.67);(438.5, 590.52);(562.48, 489.63);(509.64, 519.97);(644.65, 576.07);(548.12, 609.69);(699.51, 534.02);(572.56, 580.1);(699.52, 520.78);(567.15, 563.91);(748.06, 541.79);(610.46, 591.77)
4.0;videos/cuts_test/50wtf43.mp4;fall;(356.6, 504.61);(346.53, 494.08);(347.56, 490.57);(348.73, 486.51);(343.38, 500.76);(342.16, 502.08);(340.91, 503.33);(355.22, 468.56);(341.97, 492.07);(371.8, 499.22);(367.37, 506.46);(435.16, 446.81);(384.85, 487.92);(462.5, 566.08);(443.74, 530.93);(410.52, 635.22);(442.69, 577.17);(385.6, 640.66);(462.17, 554.98);(378.53, 632.29);(454.34, 556.88);(385.69, 629.78);(455.41, 557.21);(552.97, 491.27);(505.4, 524.35);(641.51, 575.81);(548.51, 609.15);(696.87, 535.26);(570.07, 580.32);(695.87, 522.75);(564.3, 564.38);(742.07, 542.42);(606.95, 588.54)
4.05;videos/cuts_test/50wtf43.mp4;fall;(357.9, 524.14);(347.71, 515.83);(348.35, 512.53);(348.95, 509.1);(345.42, 521.53);(344.44, 522.31);(343.38, 523.06);(353.18, 489.62);(343.19, 506.55);(371.86, 517.09);(368.03, 522.82);(433.57, 458.83);(369.63, 501.34);(468.29, 568.18);(443.18, 550.63);(413.8, 630.61);(425.58, 585.94);(391.02, 638.69);(431.71, 579.99);(384.04, 630.91);(415.09, 583.88);(390.6, 626.94);(416.54, 582.41);(547.92, 497.67);(498.25, 529.18);(637.09, 577.11);(530.9, 608.83);(695.33, 536.31);(550.92, 581.63);(695.09, 523.54);(551.34, 571.72);(736.98, 542.75);(585.15, 594.41)
4.09;videos/cuts_test/50wtf43.mp4;fall;(357.71, 542.29);(347.84, 534.8);(348.45, 531.93);(349.06, 528.69);(345.18, 539.43);(344.02, 539.83);(342.82, 540.11);(352.9, 508.72);(343.48, 523.85);(371.57, 535.15);(367.36, 540.44);(426.69, 468.85);(375.85, 511.4);(472.72, 572.56);(439.51, 565.24);(412.55, 629.09);(401.61, 587.69);(391.32, 636.16);(388.69, 590.86);(384.57, 628.34);(383.81, 590.8);(389.7, 624.19);(391.63, 589.43);(545.33, 504.66);(493.1, 538.99);(634.48, 577.7);(495.09, 616.11);(694.88, 537.19);(545.42, 583.54);(693.31, 524.41);(548.87, 570.53);(734.54, 542.88);(575.13, 593.31)
4.13;videos/cuts_test/50wtf43.mp4;fall;(358.64, 555.46);(348.66, 549.79);(349.0, 547.47);(349.31, 544.84);(346.73, 553.37);(345.79, 553.68);(344.81, 554.02);(351.13, 526.1);(344.32, 538.99);(370.88, 549.38);(367.87, 553.0);(420.75, 476.18);(374.41, 514.36);(474.84, 570.89);(437.13, 559.67);(413.65, 630.4);(398.49, 589.75);(392.68, 636.71);(382.78, 595.89);(385.6, 629.21);(382.31, 594.72);(390.89, 624.89);(390.88, 593.35);(545.14, 512.07);(495.17, 543.59);(632.76, 577.79);(479.79, 614.87);(681.24, 540.07);(543.34, 582.72);(682.16, 530.04);(548.43, 568.55);(724.28, 543.32);(574.76, 591.43)
4.17;videos/cuts_test/50wtf43.mp4;fall;(359.13, 569.41);(349.64, 564.91);(349.9, 562.7);(350.15, 560.25);(347.84, 567.61);(346.87, 567.45);(345.9, 567.16);(351.18, 541.83);(345.35, 551.63);(370.76, 562.39);(368.26, 564.85);(419.0, 484.37);(372.62, 523.64);(476.72, 573.75);(436.38, 565.18);(415.1, 629.66);(399.21, 592.78);(395.56, 635.29);(384.98, 601.22);(388.32, 628.69);(382.03, 601.37);(393.92, 624.23);(390.65, 597.69);(542.45, 515.16);(494.23, 549.79);(631.52, 577.62);(488.83, 615.25);(675.95, 540.16);(532.22, 580.21);(675.17, 531.49);(534.06, 566.22);(717.88, 543.62);(561.84, 588.84)
4.21;videos/cuts_test/50wtf43.mp4;fall;(360.94, 578.17);(350.63, 573.61);(350.53, 571.05);(350.36, 568.24);(349.31, 577.32);(348.41, 577.42);(347.48, 577.34);(350.14, 549.78);(346.14, 562.37);(372.14, 569.53);(369.87, 573.24);(414.81, 489.52);(369.55, 540.87);(485.1, 569.24);(436.31, 581.64);(416.04, 627.7);(409.46, 597.63);(397.1, 633.56);(398.47, 601.95);(390.92, 627.04);(396.47, 599.75);(396.11, 622.78);(396.85, 597.59);(536.41, 519.13);(490.45, 556.99);(627.51, 573.85);(508.02, 596.42);(660.57, 542.63);(539.34, 579.47);(659.2, 535.89);(540.11, 569.23);(704.65, 543.89);(571.13, 583.79)
4.25;videos/cuts_test/50wtf43.mp4;fall;(362.82, 585.3);(352.55, 580.92);(352.42, 578.01);(352.14, 574.89);(351.0, 586.15);(349.97, 587.14);(348.89, 588.04);(350.56, 557.23);(347.14, 577.44);(373.63, 576.67);(371.44, 582.25);(408.92, 497.72);(368.2, 547.92);(488.9, 567.34);(436.47, 586.01);(417.4, 625.48);(407.81, 599.83);(398.08, 632.56);(395.23, 606.41);(391.45, 626.72);(388.85, 603.96);(396.59, 622.87);(397.17, 600.75);(526.94, 522.07);(487.69, 560.04);(621.38, 572.01);(544.34, 586.8);(652.23, 544.58);(553.84, 565.67);(654.44, 538.19);(547.89, 556.39);(696.81, 544.0);(586.51, 574.16)
4.3;videos/cuts_test/50wtf43.mp4;fall;(363.95, 596.86);(353.72, 591.41);(353.51, 587.59);(353.06, 583.82);(351.98, 598.85);(350.84, 600.37);(349.68, 601.72);(349.93, 567.02);(347.09, 592.08);(374.87, 585.7);(372.59, 593.33);(402.71, 502.14);(359.75, 581.9);(489.43, 566.17);(441.99, 603.52);(419.01, 623.77);(431.39, 602.7);(399.42, 631.92);(426.64, 603.97);(392.39, 626.66);(419.0, 602.86);(397.12, 621.98);(419.98, 600.29);(509.49, 520.8);(476.15, 565.33);(608.05, 567.65);(549.5, 581.16);(654.71, 544.01);(559.33, 558.8);(660.12, 536.5);(554.32, 549.55);(697.27, 544.23);(586.62, 572.38)
4.34;videos/cuts_test/50wtf43.mp4;fallen;(364.63, 604.23);(354.43, 599.75);(353.9, 595.57);(352.8, 591.13);(352.1, 608.18);(351.34, 610.0);(350.5, 611.66);(345.24, 572.68);(347.44, 602.09);(374.82, 589.84);(373.22, 599.18);(392.22, 505.72);(361.73, 595.75);(487.22, 563.83);(439.14, 598.47);(421.06, 619.01);(443.9, 591.53);(404.61, 631.21);(443.27, 583.74);(395.16, 625.68);(429.37, 590.78);(397.87, 621.4);(426.55, 590.83);(503.08, 517.62);(478.52, 567.34);(608.97, 560.0);(568.93, 580.72);(659.93, 542.32);(580.82, 550.98);(660.51, 535.85);(569.75, 543.18);(701.73, 544.13);(621.04, 547.43)
4.38;videos/cuts_test/50wtf43.mp4;fallen;(364.74, 605.55);(354.89, 602.28);(354.3, 599.16);(353.19, 595.93);(352.32, 608.09);(351.41, 609.04);(350.59, 609.94);(345.48, 579.04);(346.85, 594.21);(372.76, 591.62);(371.8, 598.38);(387.16, 509.3);(359.55, 581.79);(479.54, 564.65);(431.46, 594.7);(421.58, 618.55);(449.76, 585.31);(404.59, 630.58);(451.92, 579.24);(395.69, 625.24);(433.96, 583.58);(398.35, 620.71);(430.91, 584.9);(497.4, 515.94);(472.69, 562.92);(600.85, 551.68);(569.12, 571.91);(643.3, 543.23);(591.13, 549.68);(634.29, 542.03);(582.1, 543.51);(689.72, 544.19);(632.21, 544.69)
4.42;videos/cuts_test/50wtf43.mp4;fallen;(363.02, 607.57);(354.41, 605.14);(353.7, 602.57);(352.65, 599.85);(352.72, 609.82);(351.81, 610.6);(350.93, 611.33);(345.13, 584.07);(344.54, 595.56);(369.61, 594.88);(368.53, 600.78);(386.96, 515.27);(349.76, 570.34);(472.3, 566.78);(421.1, 587.54);(421.98, 618.44);(435.82, 585.59);(406.53, 630.17);(437.48, 581.23);(397.19, 625.35);(422.39, 588.72);(398.71, 620.59);(417.59, 589.36);(494.62, 514.99);(465.63, 559.65);(593.96, 550.6);(563.51, 569.34);(630.88, 545.7);(591.47, 547.9);(629.75, 546.09);(585.37, 542.25);(670.61, 548.54);(631.09, 550.35)
4.46;videos/cuts_test/50wtf43.mp4;fallen;(362.17, 605.06);(354.35, 605.0);(353.67, 602.81);(352.73, 600.44);(352.89, 608.83);(351.89, 609.35);(350.89, 609.75);(344.05, 586.56);(341.38, 597.64);(366.2, 592.2);(365.15, 597.12);(381.14, 517.71);(341.86, 564.31);(467.22, 565.78);(416.27, 581.09);(422.04, 618.82);(429.39, 581.39);(410.52, 631.06);(429.82, 579.53);(399.6, 627.24);(420.62, 583.61);(399.67, 622.25);(416.41, 588.11);(489.56, 514.44);(461.65, 558.34);(589.34, 550.34);(574.85, 564.56);(618.11, 550.24);(605.53, 545.45);(609.15, 548.28);(601.08, 539.7);(664.79, 555.27);(645.43, 544.44)
4.5;videos/cuts_test/50wtf43.mp4;fallen;(359.14, 609.27);(352.31, 609.28);(351.85, 607.16);(351.21, 604.81);(350.66, 612.99);(349.4, 613.48);(348.09, 613.77);(342.22, 590.2);(337.43, 601.54);(362.54, 595.71);(360.96, 600.33);(378.83, 523.16);(333.97, 566.59);(464.53, 565.27);(413.01, 580.62);(421.59, 619.86);(422.57, 581.47);(410.41, 631.26);(419.86, 580.96);(399.25, 627.71);(411.17, 589.55);(399.71, 622.7);(413.65, 588.53);(490.02, 513.96);(458.56, 557.59);(588.86, 552.21);(568.41, 562.83);(632.78, 549.2);(581.8, 548.07);(624.59, 545.82);(569.88, 542.24);(676.41, 553.07);(618.85, 549.12)
4.55;videos/cuts_test/50wtf43.mp4;fallen;(354.81, 610.65);(348.47, 610.09);(348.04, 607.92);(347.49, 605.18);(346.77, 613.71);(345.08, 614.07);(343.46, 614.18);(337.47, 590.0);(332.23, 601.65);(357.42, 596.6);(355.8, 600.99);(371.11, 521.29);(329.61, 564.44);(460.23, 560.54);(410.01, 580.36);(421.3, 621.08);(415.27, 596.09);(410.21, 631.69);(410.33, 599.99);(398.95, 629.19);(405.23, 599.22);(399.95, 624.32);(405.08, 598.52);(487.22, 513.64);(453.71, 557.0);(586.88, 553.12);(566.5, 564.32);(636.48, 547.17);(577.41, 549.71);(630.67, 543.67);(568.06, 543.08);(681.84, 552.39);(607.17, 550.36)
4.59;videos/cuts_test/50wtf43.mp4;fallen;(348.23, 618.77);(341.55, 617.91);(341.33, 616.1);(341.15, 614.07);(340.02, 620.12);(338.65, 619.87);(337.24, 619.39);(333.72, 598.92);(327.12, 606.66);(352.24, 606.64);(350.45, 609.42);(367.74, 526.89);(327.04, 567.89);(457.28, 558.57);(410.02, 580.16);(418.26, 623.21);(410.95, 596.27);(407.57, 632.59);(405.36, 599.09);(394.89, 629.94);(400.39, 601.03);(397.82, 625.62);(402.42, 600.21);(485.01, 513.99);(454.63, 556.6);(586.73, 553.73);(563.78, 557.17);(657.93, 543.26);(573.47, 550.69);(662.11, 540.33);(565.48, 544.51);(698.02, 551.96);(600.83, 553.86)
4.63;videos/cuts_test/50wtf43.mp4;fallen;(348.95, 618.96);(342.16, 618.3);(341.81, 616.3);(341.41, 614.16);(340.75, 621.23);(339.33, 621.18);(337.86, 620.93);(333.52, 599.16);(327.65, 608.49);(352.42, 605.88);(350.88, 609.25);(365.87, 526.53);(323.94, 571.41);(453.27, 555.78);(408.99, 582.86);(416.47, 624.22);(408.67, 596.6);(406.03, 633.85);(402.85, 598.44);(393.9, 631.55);(398.2, 601.53);(397.1, 626.94);(400.62, 600.77);(484.01, 513.92);(456.37, 557.04);(588.67, 552.26);(562.08, 558.79);(669.6, 541.95);(572.47, 552.19);(675.17, 539.53);(562.95, 549.47);(708.94, 551.93);(602.16, 556.67)
4.67;videos/cuts_test/50wtf43.mp4;fallen;(350.87, 612.5);(343.11, 613.01);(342.51, 611.25);(341.77, 609.33);(342.18, 615.73);(340.95, 615.82);(339.61, 615.75);(335.57, 596.06);(329.6, 605.1);(353.71, 599.88);(351.85, 603.25);(368.4, 544.22);(321.13, 569.23);(452.31, 554.87);(401.53, 579.72);(413.33, 627.86);(396.35, 596.0);(400.59, 637.41);(390.22, 596.6);(390.37, 634.88);(385.53, 600.95);(392.63, 630.15);(388.68, 599.9);(483.03, 513.79);(454.45, 556.3);(587.55, 552.92);(559.6, 561.7);(670.72, 540.61);(568.36, 555.58);(679.11, 536.86);(560.85, 553.31);(711.11, 551.67);(596.81, 564.81)
4.71;videos/cuts_test/50wtf43.mp4;fallen;(351.96, 613.16);(344.39, 614.46);(343.9, 612.94);(343.29, 611.33);(343.29, 616.97);(342.03, 617.11);(340.67, 617.14);(336.26, 598.91);(330.18, 607.06);(354.93, 600.77);(353.3, 603.87);(370.77, 547.88);(322.86, 567.02);(454.07, 554.99);(404.02, 579.57);(410.76, 631.1);(397.13, 596.26);(397.72, 645.29);(389.88, 596.69);(382.54, 638.68);(384.57, 602.18);(389.73, 633.04);(388.06, 601.58);(484.8, 514.28);(454.88, 556.17);(589.12, 553.65);(558.77, 561.87);(670.82, 539.93);(562.0, 555.78);(678.09, 535.94);(554.96, 553.07);(712.16, 551.48);(587.64, 564.77)
4.75;videos/cuts_test/50wtf43.mp4;fallen;(352.64, 614.63);(344.54, 615.59);(344.04, 614.22);(343.64, 612.79);(343.76, 617.76);(342.57, 617.8);(341.27, 617.79);(337.15, 600.54);(330.73, 608.0);(355.73, 602.83);(353.95, 605.65);(373.24, 549.74);(323.27, 565.8);(455.78, 556.85);(402.67, 579.94);(409.82, 634.06);(395.33, 604.18);(395.93, 644.84);(387.22, 606.68);(379.56, 637.96);(382.6, 612.74);(383.85, 631.8);(386.77, 611.46);(486.69, 514.86);(454.85, 556.01);(589.57, 556.45);(553.29, 569.68);(672.4, 539.11);(559.36, 555.83);(679.0, 534.88);(553.73, 552.82);(712.55, 551.39);(584.92, 565.13)
4.8;videos/cuts_test/50wtf43.mp4;fallen;(352.72, 615.23);(346.17, 615.49);(346.04, 614.01);(345.98, 612.46);(344.53, 617.9);(343.18, 618.02);(341.58, 618.11);(339.02, 600.5);(331.17, 608.58);(356.43, 604.01);(354.66, 607.16);(374.68, 551.17);(323.79, 565.68);(456.98, 561.9);(402.94, 584.9);(408.27, 634.89);(394.89, 610.2);(392.96, 645.45);(386.5, 613.19);(376.75, 638.31);(382.42, 617.87);(380.63, 631.58);(386.69, 616.52);(487.94, 515.21);(455.63, 555.89);(590.46, 558.3);(552.33, 574.24);(674.4, 538.02);(557.58, 555.85);(683.15, 532.6);(551.88, 551.96);(713.54, 551.37);(582.99, 565.03)
4.84;videos/cuts_test/50wtf43.mp4;fallen;(352.67, 618.81);(346.33, 618.04);(346.23, 616.45);(346.16, 614.72);(344.6, 620.08);(343.26, 619.83);(341.66, 619.49);(339.31, 600.29);(331.27, 607.75);(356.71, 607.38);(354.83, 610.27);(376.93, 551.26);(325.32, 565.34);(457.22, 566.15);(401.79, 587.33);(406.65, 634.6);(391.04, 614.76);(391.77, 646.06);(380.99, 619.34);(376.06, 638.92);(377.44, 622.74);(380.34, 632.08);(382.73, 620.83);(488.85, 515.13);(456.45, 555.83);(590.85, 559.18);(551.71, 577.96);(672.68, 537.96);(558.02, 558.07);(680.82, 532.45);(552.95, 552.8);(712.23, 551.41);(582.29, 568.61)
4.88;videos/cuts_test/50wtf43.mp4;fallen;(352.91, 619.94);(346.47, 618.82);(346.68, 617.29);(346.94, 615.64);(344.85, 620.55);(343.53, 620.17);(341.94, 619.66);(341.26, 601.04);(331.53, 607.59);(357.01, 608.58);(354.89, 611.15);(381.97, 551.2);(326.45, 565.04);(462.59, 569.28);(398.4, 586.66);(407.14, 633.61);(388.02, 615.68);(392.67, 645.92);(372.55, 624.27);(376.9, 637.55);(374.99, 624.16);(382.5, 631.65);(380.36, 621.96);(488.93, 515.05);(457.11, 555.53);(590.97, 556.59);(547.85, 578.64);(671.36, 538.01);(557.96, 560.34);(678.67, 532.52);(553.92, 554.09);(711.89, 551.37);(580.01, 572.7)
4.92;videos/cuts_test/50wtf43.mp4;fallen;(353.4, 619.58);(349.4, 618.51);(349.93, 617.05);(350.43, 615.51);(346.98, 620.12);(345.59, 619.7);(343.48, 619.25);(346.41, 601.2);(334.09, 607.3);(357.34, 608.22);(355.05, 610.62);(386.63, 550.55);(327.11, 564.97);(466.84, 571.29);(393.11, 588.31);(405.98, 633.04);(380.8, 619.53);(391.29, 644.69);(362.56, 626.42);(375.18, 635.14);(358.53, 625.23);(380.37, 628.72);(374.06, 625.66);(491.63, 515.18);(457.37, 555.48);(591.1, 556.83);(546.11, 580.24);(670.6, 538.11);(554.57, 564.89);(677.73, 532.84);(551.99, 557.71);(711.11, 552.66);(573.21, 579.2)
4.96;videos/cuts_test/50wtf43.mp4;fallen;(354.88, 619.54);(351.88, 618.29);(352.45, 616.69);(352.96, 615.01);(349.0, 620.24);(347.47, 619.93);(345.07, 619.62);(349.78, 600.42);(336.03, 607.62);(358.79, 608.03);(355.85, 610.92);(386.49, 540.59);(328.31, 567.34);(471.0, 572.09);(395.96, 595.82);(405.29, 632.74);(384.74, 619.92);(389.6, 644.29);(363.55, 627.83);(374.47, 634.15);(362.89, 626.17);(379.82, 627.85);(373.47, 624.85);(491.98, 515.16);(458.25, 556.63);(591.24, 556.86);(546.19, 580.98);(670.12, 538.21);(553.17, 567.34);(677.21, 533.15);(550.71, 560.69);(710.61, 553.08);(571.08, 580.82)
