time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16;bp17;bp18;bp19;bp20;bp21;bp22;bp23;bp24;bp25;bp26;bp27;bp28;bp29;bp30;bp31;bp32
1.5;videos/cuts_train/fall27.mp4;walk;(64.55, 91.61);(65.92, 88.73);(67.02, 88.57);(68.05, 88.39);(63.16, 88.79);(62.38, 88.74);(61.4, 88.7);(69.85, 88.02);(60.43, 88.88);(66.33, 94.05);(62.99, 94.48);(79.44, 100.66);(52.62, 102.5);(85.82, 117.7);(48.52, 120.07);(87.96, 134.44);(44.94, 136.31);(88.87, 140.46);(43.88, 141.51);(87.6, 140.38);(44.6, 141.15);(86.66, 138.79);(45.48, 139.78);(73.89, 140.1);(59.48, 140.08);(72.21, 170.45);(60.06, 170.2);(70.69, 194.79);(62.72, 195.22);(70.17, 197.67);(63.85, 198.23);(71.7, 202.95);(60.99, 204.12)
1.53;videos/cuts_train/fall27.mp4;walk;(64.4, 92.91);(65.76, 89.59);(66.89, 89.39);(67.89, 89.19);(62.8, 89.71);(61.98, 89.64);(60.95, 89.61);(69.56, 88.63);(59.85, 89.68);(66.19, 95.5);(62.77, 95.91);(79.22, 100.93);(52.03, 102.87);(85.79, 117.81);(48.37, 120.63);(87.89, 135.71);(44.72, 136.91);(88.72, 141.73);(43.79, 141.86);(87.35, 141.62);(44.55, 141.48);(86.42, 140.2);(45.42, 140.31);(73.8, 140.35);(59.38, 140.36);(72.09, 170.64);(59.93, 170.45);(70.54, 195.01);(62.12, 195.76);(70.14, 197.87);(63.4, 198.72);(71.59, 202.93);(60.0, 204.37)
1.57;videos/cuts_train/fall27.mp4;walk;(63.79, 94.07);(65.07, 90.58);(66.21, 90.31);(67.25, 90.06);(62.16, 90.81);(61.31, 90.75);(60.3, 90.73);(68.98, 89.49);(59.28, 90.72);(65.69, 96.47);(62.31, 96.88);(78.98, 101.63);(51.57, 103.73);(85.58, 119.05);(48.04, 121.45);(87.89, 137.15);(44.51, 138.26);(88.66, 143.06);(43.62, 143.19);(87.29, 142.99);(44.57, 142.81);(86.38, 141.55);(45.49, 141.69);(73.68, 141.15);(59.0, 141.05);(71.87, 171.53);(59.32, 171.93);(70.44, 195.16);(60.24, 197.52);(69.98, 197.83);(61.8, 200.2);(71.65, 203.25);(59.33, 206.22)
1.6;videos/cuts_train/fall27.mp4;walk;(62.99, 94.75);(64.2, 91.29);(65.36, 90.99);(66.45, 90.7);(61.33, 91.61);(60.37, 91.59);(59.44, 91.61);(68.29, 90.2);(58.38, 91.61);(65.0, 97.08);(61.62, 97.52);(78.52, 102.42);(50.86, 104.54);(85.52, 119.72);(47.5, 122.22);(87.78, 137.96);(44.22, 139.43);(88.5, 143.73);(43.23, 144.42);(87.11, 143.71);(44.27, 144.26);(86.19, 142.23);(45.24, 143.04);(73.55, 141.74);(58.64, 141.48);(71.62, 171.92);(59.05, 172.33);(70.37, 194.9);(59.42, 198.32);(69.69, 197.58);(60.92, 200.92);(71.69, 203.31);(59.0, 207.4)
1.63;videos/cuts_train/fall27.mp4;walk;(61.95, 96.18);(63.13, 92.8);(64.29, 92.51);(65.44, 92.21);(60.32, 93.17);(59.32, 93.19);(58.48, 93.21);(67.39, 91.64);(57.35, 93.13);(64.04, 98.52);(60.66, 98.89);(77.81, 103.94);(50.08, 106.02);(85.44, 120.9);(46.77, 123.42);(87.54, 139.43);(43.85, 140.47);(88.3, 144.97);(42.79, 145.36);(86.89, 145.19);(43.79, 145.32);(85.94, 143.6);(44.77, 144.12);(73.38, 142.68);(58.2, 142.44);(71.32, 172.74);(58.79, 173.13);(70.33, 195.09);(58.96, 198.63);(69.63, 197.65);(60.37, 201.25);(71.73, 203.41);(58.8, 207.8)
1.67;videos/cuts_train/fall27.mp4;walk;(61.11, 98.5);(62.28, 95.26);(63.39, 94.97);(64.56, 94.62);(59.54, 95.55);(58.54, 95.53);(57.74, 95.49);(66.56, 93.48);(56.52, 94.92);(63.16, 100.55);(59.87, 100.85);(77.25, 104.91);(49.23, 107.13);(85.43, 121.5);(45.83, 125.09);(87.43, 140.97);(43.32, 142.78);(88.16, 146.42);(42.15, 147.25);(86.64, 146.73);(43.26, 147.45);(85.69, 145.01);(44.32, 146.03);(73.2, 143.52);(58.04, 143.44);(71.11, 173.18);(58.78, 173.33);(70.3, 195.33);(58.91, 198.75);(69.51, 197.88);(60.24, 201.22);(71.78, 203.56);(58.9, 207.86)
1.7;videos/cuts_train/fall27.mp4;walk;(60.29, 101.01);(61.43, 97.83);(62.55, 97.57);(63.69, 97.26);(58.71, 97.99);(57.74, 97.9);(56.91, 97.8);(65.61, 95.6);(55.5, 97.01);(62.2, 102.79);(59.01, 103.0);(76.51, 105.94);(48.32, 108.73);(85.08, 122.89);(44.95, 127.03);(87.07, 142.21);(42.71, 145.19);(87.97, 147.82);(41.64, 149.5);(86.12, 148.15);(42.88, 149.72);(85.06, 146.32);(43.93, 148.1);(72.81, 144.42);(57.64, 144.47);(70.68, 173.72);(58.73, 173.89);(70.18, 195.51);(58.91, 199.04);(69.26, 197.9);(60.08, 201.39);(71.81, 203.64);(59.01, 207.99)
1.73;videos/cuts_train/fall27.mp4;walk;(59.51, 103.04);(60.73, 99.93);(61.85, 99.7);(62.99, 99.4);(57.97, 100.04);(57.02, 99.93);(56.15, 99.79);(64.98, 97.75);(54.79, 98.99);(61.43, 104.78);(58.31, 104.96);(76.03, 107.55);(47.62, 110.33);(84.76, 124.37);(43.85, 128.44);(86.77, 143.67);(42.34, 146.53);(87.76, 149.27);(41.33, 151.02);(85.77, 149.61);(42.67, 151.14);(84.65, 147.75);(43.72, 149.38);(72.42, 145.18);(57.3, 145.14);(70.12, 174.18);(58.76, 174.09);(70.03, 195.45);(59.04, 199.41);(68.98, 197.83);(60.2, 201.82);(71.85, 203.56);(59.08, 208.21)
1.77;videos/cuts_train/fall27.mp4;walk;(58.46, 104.68);(59.64, 101.59);(60.75, 101.36);(61.89, 101.08);(56.94, 101.67);(56.03, 101.52);(55.11, 101.31);(63.88, 99.4);(53.76, 100.41);(60.23, 106.42);(57.24, 106.57);(74.85, 108.46);(46.62, 111.83);(84.16, 125.42);(43.04, 130.22);(85.93, 145.41);(41.48, 148.66);(87.14, 151.31);(39.88, 153.69);(85.04, 151.59);(41.38, 153.69);(83.84, 149.75);(42.65, 151.78);(71.87, 145.72);(56.77, 145.6);(69.64, 174.7);(58.7, 174.55);(69.8, 195.45);(59.16, 199.46);(68.74, 197.79);(60.28, 201.76);(71.86, 203.55);(59.13, 208.23)
1.8;videos/cuts_train/fall27.mp4;walk;(57.57, 106.8);(58.82, 103.73);(59.98, 103.4);(61.17, 103.06);(56.09, 103.94);(55.19, 103.76);(54.26, 103.58);(63.37, 101.22);(52.95, 102.43);(59.51, 108.4);(56.49, 108.59);(74.65, 110.24);(45.97, 113.38);(83.87, 127.19);(42.35, 132.28);(85.09, 147.68);(40.65, 151.78);(86.33, 153.27);(39.02, 156.96);(84.33, 153.45);(40.73, 156.86);(83.16, 151.81);(41.83, 155.14);(71.31, 146.18);(56.03, 145.89);(69.38, 175.37);(58.66, 174.58);(69.68, 195.54);(59.27, 199.23);(68.62, 197.89);(60.4, 201.57);(71.84, 203.53);(59.17, 208.15)
1.83;videos/cuts_train/fall27.mp4;walk;(56.79, 108.43);(58.13, 105.42);(59.36, 105.07);(60.6, 104.66);(55.26, 105.61);(54.32, 105.42);(53.35, 105.21);(62.78, 102.86);(52.01, 104.07);(58.66, 110.28);(55.6, 110.42);(73.8, 111.87);(44.69, 115.07);(83.52, 128.54);(40.47, 133.03);(84.43, 149.86);(39.08, 152.79);(85.8, 155.42);(36.47, 158.42);(83.69, 155.67);(38.72, 158.43);(82.58, 154.31);(40.11, 156.54);(70.6, 146.61);(55.25, 146.44);(68.9, 175.81);(58.67, 174.86);(69.49, 195.49);(59.34, 199.09);(68.51, 197.85);(60.48, 201.45);(71.85, 203.5);(59.2, 208.28)
1.87;videos/cuts_train/fall27.mp4;walk;(56.17, 111.08);(57.45, 107.67);(58.68, 107.28);(59.91, 106.9);(54.59, 107.93);(53.68, 107.76);(52.74, 107.56);(62.13, 105.16);(51.54, 106.33);(58.09, 112.94);(55.08, 113.09);(73.53, 113.73);(43.9, 116.34);(83.19, 130.86);(39.01, 134.04);(83.83, 152.44);(38.0, 153.72);(85.36, 158.0);(35.12, 159.66);(83.3, 158.19);(37.62, 159.69);(82.11, 156.54);(39.19, 157.71);(70.01, 146.6);(54.49, 146.33);(68.51, 175.94);(58.59, 174.7);(69.4, 195.46);(59.38, 199.0);(68.51, 197.84);(60.5, 201.37);(71.86, 203.49);(59.22, 208.45)
1.9;videos/cuts_train/fall27.mp4;walk;(56.01, 113.01);(57.26, 109.36);(58.49, 108.94);(59.68, 108.5);(54.21, 109.63);(53.22, 109.45);(52.22, 109.25);(61.77, 107.01);(50.81, 108.43);(57.93, 114.99);(54.84, 115.23);(73.16, 116.17);(42.88, 119.25);(83.09, 132.69);(37.68, 136.57);(83.87, 154.61);(36.63, 156.97);(85.43, 160.49);(34.0, 162.72);(83.34, 160.77);(36.05, 162.85);(82.04, 158.87);(37.53, 160.89);(69.53, 146.65);(54.04, 146.26);(68.13, 176.09);(58.6, 174.56);(69.22, 195.3);(59.41, 198.94);(68.39, 197.53);(60.54, 201.29);(71.8, 203.41);(59.3, 208.4)
1.93;videos/cuts_train/fall27.mp4;walk;(55.16, 116.02);(56.43, 112.42);(57.72, 111.95);(59.0, 111.41);(53.39, 112.67);(52.4, 112.42);(51.35, 112.12);(61.29, 109.71);(49.81, 110.95);(57.21, 117.76);(53.96, 118.11);(72.99, 118.28);(41.87, 121.88);(83.16, 135.1);(35.35, 140.38);(83.79, 156.96);(34.76, 160.61);(85.59, 162.83);(32.74, 166.53);(83.46, 163.0);(34.58, 166.67);(82.08, 161.39);(35.92, 164.49);(69.22, 146.69);(53.18, 146.37);(67.99, 176.01);(58.61, 174.46);(69.19, 195.22);(59.45, 198.9);(68.4, 197.34);(60.58, 201.27);(71.73, 203.4);(59.42, 208.38)
1.97;videos/cuts_train/fall27.mp4;walk;(54.65, 118.28);(55.87, 114.98);(57.15, 114.57);(58.4, 114.1);(52.8, 115.16);(51.79, 114.92);(50.74, 114.61);(60.53, 112.08);(48.94, 113.2);(56.69, 120.05);(53.39, 120.39);(72.83, 121.43);(40.94, 124.18);(83.19, 139.43);(32.84, 142.26);(83.82, 160.77);(32.72, 162.3);(86.06, 166.42);(30.43, 168.15);(83.8, 166.68);(32.15, 168.47);(82.2, 165.26);(33.52, 166.59);(68.76, 147.21);(52.58, 147.25);(68.01, 175.91);(58.62, 174.4);(69.19, 195.25);(59.46, 198.88);(68.42, 197.39);(60.59, 200.97);(71.65, 203.38);(59.43, 208.33)
2.0;videos/cuts_train/fall27.mp4;fall;(54.26, 120.79);(55.42, 117.61);(56.72, 117.21);(57.93, 116.77);(52.33, 117.93);(51.32, 117.76);(50.26, 117.52);(59.83, 114.74);(48.22, 116.14);(56.29, 122.5);(52.99, 122.83);(72.62, 123.53);(39.71, 126.58);(83.43, 141.78);(31.03, 143.16);(84.84, 163.31);(30.13, 163.36);(86.91, 169.08);(27.98, 169.57);(84.66, 169.34);(30.06, 169.9);(83.06, 167.68);(31.13, 168.04);(68.36, 147.05);(51.8, 147.18);(67.99, 175.83);(58.6, 174.38);(69.16, 195.29);(59.49, 198.86);(68.4, 197.47);(60.61, 200.82);(71.59, 203.38);(59.43, 208.3)
2.03;videos/cuts_train/fall27.mp4;fall;(53.58, 123.97);(54.71, 120.74);(56.01, 120.31);(57.25, 119.82);(51.58, 121.12);(50.52, 121.01);(49.45, 120.84);(59.35, 117.65);(47.45, 119.35);(55.58, 125.97);(52.27, 126.37);(72.48, 126.7);(38.98, 129.16);(83.92, 145.12);(29.76, 145.9);(85.26, 167.52);(28.13, 165.19);(87.77, 173.4);(26.37, 171.42);(85.57, 173.7);(28.17, 171.68);(83.96, 172.02);(29.29, 170.1);(68.06, 147.45);(51.44, 148.22);(67.91, 175.83);(58.54, 174.58);(69.09, 195.47);(59.5, 198.83);(68.36, 197.64);(60.64, 200.75);(71.35, 203.41);(59.44, 208.26)
2.07;videos/cuts_train/fall27.mp4;fall;(53.13, 127.58);(54.45, 123.97);(55.79, 123.48);(57.07, 122.94);(51.13, 124.32);(49.98, 124.16);(48.78, 123.94);(59.29, 120.68);(46.63, 122.34);(55.15, 129.37);(51.49, 129.71);(72.45, 128.94);(38.02, 131.38);(84.22, 148.59);(27.54, 149.76);(85.5, 171.04);(25.42, 171.68);(88.07, 177.15);(23.03, 178.45);(86.06, 177.28);(24.71, 178.26);(84.48, 175.41);(26.27, 176.36);(67.93, 148.34);(51.22, 149.81);(67.99, 176.02);(58.35, 174.81);(69.04, 195.56);(59.55, 198.7);(68.32, 197.71);(60.66, 200.4);(70.76, 203.41);(59.53, 208.12)
2.1;videos/cuts_train/fall27.mp4;fall;(52.35, 130.64);(53.74, 127.09);(55.04, 126.65);(56.33, 126.11);(50.5, 127.38);(49.36, 127.18);(48.15, 126.88);(58.5, 123.5);(46.18, 124.88);(54.23, 132.17);(50.65, 132.45);(71.89, 131.87);(37.3, 134.02);(84.33, 152.05);(26.05, 153.97);(86.51, 174.87);(22.77, 177.04);(88.31, 180.64);(21.11, 184.09);(86.34, 180.77);(22.87, 184.57);(85.15, 179.17);(23.9, 182.52);(67.56, 148.51);(50.78, 150.32);(67.95, 175.96);(58.01, 174.98);(69.05, 195.36);(59.61, 198.34);(68.32, 197.62);(60.74, 200.02);(70.56, 203.37);(59.52, 207.91)
2.13;videos/cuts_train/fall27.mp4;fall;(51.48, 134.14);(52.78, 130.78);(54.16, 130.22);(55.57, 129.58);(49.44, 131.28);(48.27, 131.14);(47.13, 130.9);(57.95, 126.49);(45.26, 128.59);(53.64, 135.88);(50.08, 135.93);(71.52, 134.5);(36.7, 135.54);(84.81, 155.92);(24.65, 156.67);(87.13, 180.05);(21.76, 181.86);(88.92, 186.17);(19.53, 189.02);(86.81, 186.26);(21.92, 188.75);(85.66, 184.53);(23.21, 187.06);(67.4, 148.85);(50.31, 150.7);(67.77, 175.94);(56.63, 176.28);(69.08, 194.79);(59.61, 197.24);(68.33, 197.06);(60.73, 198.95);(70.13, 203.24);(59.53, 207.55)
2.17;videos/cuts_train/fall27.mp4;fall;(49.9, 137.97);(51.35, 134.14);(52.76, 133.69);(54.24, 133.12);(47.53, 134.33);(46.28, 134.08);(45.11, 133.74);(57.01, 130.14);(43.98, 131.38);(52.34, 139.4);(48.51, 139.76);(71.18, 137.52);(35.51, 138.75);(84.82, 159.03);(23.73, 159.75);(87.33, 184.05);(19.77, 184.79);(89.16, 190.18);(16.76, 192.64);(86.75, 190.06);(20.04, 191.95);(85.54, 188.13);(21.91, 189.6);(67.13, 151.01);(49.96, 152.39);(67.81, 175.7);(56.38, 177.24);(69.25, 193.14);(59.6, 196.3);(68.4, 194.91);(60.74, 197.98);(70.19, 203.04);(59.5, 207.44)
2.2;videos/cuts_train/fall27.mp4;fall;(49.61, 142.74);(50.91, 138.87);(52.18, 138.34);(53.48, 137.67);(47.08, 139.09);(45.74, 138.78);(44.52, 138.4);(56.28, 134.04);(43.33, 135.76);(51.97, 143.64);(48.18, 144.12);(70.46, 140.07);(34.95, 142.23);(84.72, 162.37);(22.62, 162.26);(87.21, 188.62);(17.77, 189.38);(89.43, 193.98);(14.05, 196.63);(86.42, 193.77);(18.16, 196.55);(85.07, 192.31);(20.01, 194.04);(66.25, 153.48);(48.91, 154.83);(68.33, 177.36);(55.7, 178.35);(69.52, 192.19);(59.62, 195.21);(69.06, 192.26);(60.8, 196.65);(70.25, 201.87);(59.5, 207.01)
2.23;videos/cuts_train/fall27.mp4;fall;(49.74, 146.01);(50.99, 141.82);(52.2, 141.09);(53.52, 140.23);(47.51, 142.43);(46.21, 142.19);(44.91, 141.87);(55.81, 136.91);(42.86, 139.32);(51.91, 146.85);(48.22, 147.55);(70.04, 144.3);(33.66, 146.52);(83.21, 167.52);(20.82, 169.22);(85.49, 193.25);(15.84, 197.17);(89.29, 200.51);(12.49, 203.21);(85.68, 202.68);(17.15, 203.59);(83.92, 200.89);(18.81, 200.94);(65.79, 156.64);(48.89, 158.59);(68.46, 178.8);(55.42, 179.72);(68.84, 191.02);(58.98, 193.91);(68.33, 190.59);(60.07, 194.12);(70.25, 200.79);(59.96, 205.29)
2.27;videos/cuts_train/fall27.mp4;fall;(48.66, 151.27);(49.91, 147.03);(51.1, 146.26);(52.29, 145.43);(46.33, 148.04);(45.06, 147.94);(43.85, 147.74);(54.47, 141.88);(41.98, 145.06);(51.11, 151.77);(47.17, 153.02);(69.17, 148.02);(32.77, 150.65);(82.97, 174.07);(18.35, 175.4);(85.57, 201.49);(13.62, 204.1);(89.2, 206.92);(10.14, 210.8);(84.49, 207.24);(13.38, 211.65);(77.73, 201.56);(16.24, 209.07);(65.15, 159.02);(48.06, 161.0);(68.03, 180.38);(53.93, 183.38);(68.69, 189.84);(58.2, 193.37);(67.25, 189.13);(59.24, 192.6);(70.17, 200.18);(59.81, 204.83)
2.3;videos/cuts_train/fall27.mp4;fall;(47.77, 156.09);(49.42, 151.43);(50.65, 150.73);(51.85, 150.05);(45.38, 152.58);(43.92, 152.38);(42.59, 152.0);(54.23, 146.87);(40.18, 149.32);(50.26, 156.65);(45.89, 157.78);(67.29, 153.72);(31.0, 154.75);(79.91, 176.45);(20.65, 183.05);(81.71, 200.98);(10.98, 210.28);(83.83, 204.96);(8.43, 213.41);(76.05, 203.26);(10.67, 216.39);(73.35, 200.74);(12.9, 214.34);(63.73, 161.57);(46.75, 164.77);(68.35, 185.4);(53.07, 190.16);(67.81, 189.53);(58.0, 192.98);(66.43, 189.71);(56.88, 193.05);(70.15, 200.18);(59.86, 204.36)
2.33;videos/cuts_train/fall27.mp4;fall;(46.78, 163.47);(48.06, 160.36);(49.26, 159.57);(50.4, 158.68);(44.36, 161.13);(43.04, 160.85);(41.76, 160.42);(52.87, 153.54);(39.04, 156.93);(49.1, 163.22);(45.21, 164.15);(66.06, 155.93);(29.65, 159.37);(80.81, 181.43);(21.98, 188.95);(82.58, 210.84);(16.16, 214.0);(84.25, 212.9);(8.81, 217.96);(79.15, 215.62);(16.17, 217.43);(76.8, 210.86);(19.63, 215.91);(63.31, 165.79);(46.37, 169.46);(68.08, 186.08);(50.93, 188.45);(67.13, 189.36);(57.09, 192.97);(65.86, 188.15);(57.08, 192.01);(69.92, 199.88);(60.54, 202.13)
2.37;videos/cuts_train/fall27.mp4;fall;(46.81, 168.76);(48.01, 165.64);(49.22, 164.81);(50.38, 163.91);(44.28, 166.71);(42.91, 166.59);(41.53, 166.17);(52.36, 159.45);(38.36, 162.89);(48.95, 168.4);(45.14, 169.52);(63.66, 158.1);(28.24, 166.35);(76.65, 185.44);(22.33, 195.17);(79.83, 211.41);(20.26, 219.7);(84.86, 214.58);(12.81, 223.5);(76.75, 216.2);(19.49, 222.97);(75.11, 214.68);(23.03, 221.53);(59.5, 170.28);(41.48, 175.39);(66.73, 187.4);(49.86, 191.44);(67.19, 189.9);(55.6, 193.23);(66.1, 189.46);(55.79, 192.69);(69.95, 200.1);(60.05, 202.49)
2.4;videos/cuts_train/fall27.mp4;fall;(46.22, 173.97);(47.52, 169.46);(48.76, 168.92);(49.97, 168.39);(42.56, 170.65);(40.93, 170.03);(40.01, 169.86);(51.81, 163.84);(37.85, 166.79);(48.35, 173.72);(44.55, 174.49);(63.29, 163.62);(27.5, 170.21);(77.62, 188.26);(22.81, 193.13);(85.59, 215.85);(22.8, 215.42);(91.11, 220.13);(18.09, 219.48);(85.36, 222.09);(22.85, 218.98);(82.91, 220.99);(25.62, 217.77);(59.92, 175.47);(41.51, 180.37);(69.95, 197.88);(49.15, 202.99);(64.67, 191.7);(53.78, 193.25);(62.23, 189.87);(53.45, 191.61);(67.26, 200.24);(58.69, 201.57)
2.43;videos/cuts_train/fall27.mp4;fall;(38.69, 186.3);(39.73, 182.64);(40.75, 182.21);(41.77, 181.81);(36.63, 182.86);(35.63, 182.68);(34.7, 182.54);(44.12, 177.65);(33.87, 178.65);(41.18, 185.58);(38.38, 186.01);(58.01, 178.48);(28.23, 178.63);(73.89, 204.47);(29.73, 195.31);(84.97, 228.46);(35.91, 208.04);(87.27, 229.1);(36.1, 211.22);(83.36, 230.72);(37.98, 211.13);(82.3, 230.38);(39.02, 209.74);(59.69, 188.74);(43.47, 189.94);(60.38, 203.45);(48.9, 201.39);(62.47, 200.72);(54.24, 199.81);(62.8, 198.88);(54.92, 198.54);(62.37, 208.07);(55.49, 207.7)
2.47;videos/cuts_train/fall27.mp4;fall;(37.7, 202.66);(39.18, 199.73);(40.39, 198.6);(41.41, 197.93);(35.26, 200.12);(34.13, 199.82);(32.82, 199.59);(43.37, 191.88);(30.6, 195.01);(39.69, 201.23);(36.31, 202.1);(59.9, 185.02);(22.3, 192.23);(75.83, 204.99);(8.4, 214.59);(85.18, 235.61);(6.89, 241.64);(88.4, 239.12);(1.7, 248.19);(83.47, 240.6);(6.55, 249.57);(84.2, 238.42);(10.6, 248.16);(59.0, 189.61);(39.76, 192.98);(62.64, 207.61);(48.1, 205.76);(63.64, 199.72);(48.45, 200.58);(62.99, 197.22);(48.52, 199.15);(64.19, 206.15);(48.91, 207.31)
2.5;videos/cuts_train/fall27.mp4;fallen;(37.56, 212.56);(38.8, 208.85);(40.15, 207.74);(41.45, 206.69);(34.6, 210.59);(33.29, 210.6);(31.9, 210.16);(43.19, 200.54);(28.67, 205.79);(40.68, 212.72);(35.96, 212.68);(59.2, 194.65);(17.31, 200.2);(80.78, 215.17);(8.88, 223.64);(87.69, 244.01);(4.41, 252.81);(95.66, 245.54);(-2.18, 257.7);(85.92, 245.72);(3.01, 258.84);(87.12, 247.58);(7.05, 257.52);(55.25, 192.61);(34.04, 197.59);(63.95, 209.92);(40.23, 211.3);(63.66, 200.09);(45.33, 203.99);(62.11, 197.63);(45.77, 201.94);(64.45, 205.25);(47.68, 208.16)
2.53;videos/cuts_train/fall27.mp4;fallen;(36.35, 224.86);(38.89, 222.44);(40.44, 221.72);(40.98, 218.91);(33.03, 223.34);(31.72, 223.23);(30.39, 223.14);(43.27, 212.07);(26.22, 217.61);(39.41, 222.67);(34.55, 224.65);(58.55, 207.45);(18.75, 212.22);(78.88, 212.12);(4.19, 216.07);(87.22, 227.62);(-1.38, 233.8);(93.08, 229.01);(-7.12, 237.34);(86.16, 229.81);(-3.16, 237.74);(85.35, 230.12);(0.72, 236.94);(50.74, 200.08);(30.36, 203.63);(62.79, 210.28);(31.64, 209.94);(56.89, 198.41);(39.4, 201.57);(54.62, 196.19);(40.15, 200.35);(57.64, 199.96);(44.0, 205.23)
2.57;videos/cuts_train/fall27.mp4;fallen;(35.35, 230.14);(38.74, 228.05);(40.27, 227.35);(39.54, 225.06);(32.44, 228.73);(30.74, 228.14);(29.73, 228.01);(44.34, 219.66);(25.81, 223.55);(40.02, 228.48);(33.68, 229.1);(58.91, 208.8);(18.59, 211.19);(80.05, 217.08);(4.32, 213.72);(89.63, 238.34);(2.21, 232.08);(94.12, 241.74);(-2.88, 235.95);(89.88, 242.36);(1.48, 236.56);(86.92, 242.21);(5.03, 235.8);(54.02, 205.62);(33.72, 209.44);(60.76, 218.62);(34.61, 219.68);(55.19, 212.68);(39.4, 217.06);(53.35, 210.65);(40.37, 214.83);(55.68, 216.7);(43.02, 222.68)
2.6;videos/cuts_train/fall27.mp4;fallen;(35.44, 237.75);(36.22, 234.46);(39.64, 235.76);(40.61, 235.13);(31.35, 236.15);(29.94, 235.93);(28.61, 235.97);(44.11, 228.9);(25.18, 232.53);(39.91, 237.1);(34.01, 237.38);(59.18, 219.48);(20.37, 219.64);(79.39, 218.57);(8.09, 216.15);(87.88, 232.12);(10.74, 225.81);(92.65, 233.56);(10.55, 232.04);(89.02, 234.0);(13.58, 231.25);(85.95, 233.87);(15.08, 233.17);(54.11, 208.79);(34.93, 212.21);(61.23, 209.88);(35.53, 217.34);(57.26, 205.46);(38.77, 212.84);(55.51, 204.06);(39.36, 211.27);(58.93, 212.93);(40.47, 216.74)
2.67;videos/cuts_train/fall27.mp4;fallen;(58.13, 237.84);(60.93, 235.38);(62.26, 235.31);(63.59, 235.27);(56.61, 234.83);(55.36, 234.43);(54.09, 234.06);(65.56, 232.98);(51.43, 231.42);(59.49, 238.51);(55.45, 237.9);(73.1, 227.91);(38.82, 228.82);(86.9, 226.02);(26.4, 229.21);(80.0, 238.2);(26.12, 238.75);(82.34, 239.81);(22.87, 238.82);(78.53, 238.7);(26.63, 237.56);(76.57, 237.9);(28.54, 237.54);(62.8, 228.9);(43.22, 228.21);(63.91, 211.36);(42.37, 214.12);(62.48, 197.77);(51.69, 195.93);(60.73, 194.45);(53.0, 192.54);(63.6, 199.61);(55.26, 194.52)
0.0;videos/cuts_train/fall28.mp4;sitting;(135.27, 107.68);(137.3, 103.55);(138.89, 103.11);(140.7, 102.63);(134.78, 104.26);(134.28, 104.39);(133.75, 104.48);(146.4, 103.17);(137.73, 104.97);(139.13, 110.77);(135.99, 111.32);(162.32, 117.96);(141.4, 125.9);(168.71, 148.28);(136.89, 150.74);(141.51, 165.91);(121.23, 162.39);(134.77, 170.98);(115.99, 167.41);(131.77, 167.72);(115.15, 166.52);(133.43, 165.9);(117.13, 165.53);(161.25, 171.62);(149.46, 167.68);(112.31, 181.32);(107.89, 178.21);(122.93, 224.99);(118.8, 214.23);(126.75, 231.49);(122.52, 222.34);(104.48, 235.14);(103.9, 229.76)
0.03;videos/cuts_train/fall28.mp4;sitting;(135.26, 107.66);(137.28, 103.54);(138.84, 103.11);(140.53, 102.62);(134.75, 104.24);(134.25, 104.37);(133.73, 104.46);(146.4, 103.14);(137.73, 104.97);(139.13, 110.77);(135.99, 111.32);(162.48, 118.01);(141.4, 125.81);(168.54, 148.63);(137.02, 150.73);(141.4, 166.16);(121.29, 162.56);(134.75, 171.34);(115.99, 167.61);(131.57, 167.8);(115.3, 166.55);(133.18, 166.02);(117.31, 165.54);(161.38, 171.88);(149.38, 168.02);(112.76, 181.32);(107.97, 178.23);(122.84, 224.93);(118.83, 216.0);(126.74, 231.73);(124.05, 223.3);(104.6, 235.12);(103.89, 229.83)
0.07;videos/cuts_train/fall28.mp4;sitting;(135.1, 107.64);(137.12, 103.53);(138.61, 103.1);(140.14, 102.62);(134.63, 104.2);(134.14, 104.33);(133.66, 104.4);(146.17, 103.11);(137.73, 104.93);(139.0, 110.76);(135.93, 111.3);(162.52, 118.04);(141.37, 125.81);(168.32, 148.75);(137.02, 150.75);(141.35, 166.34);(121.23, 162.9);(134.75, 171.59);(115.84, 167.97);(131.52, 167.88);(115.3, 166.7);(133.08, 166.14);(117.31, 165.64);(161.44, 171.94);(149.13, 168.09);(113.3, 181.32);(108.02, 178.26);(122.83, 224.87);(118.84, 216.83);(126.74, 231.85);(124.48, 223.94);(104.73, 235.12);(103.83, 229.83)
0.1;videos/cuts_train/fall28.mp4;sitting;(134.84, 107.66);(136.78, 103.55);(138.22, 103.13);(139.66, 102.66);(134.34, 104.2);(133.88, 104.32);(133.43, 104.4);(145.7, 103.11);(137.68, 104.92);(138.78, 110.79);(135.79, 111.33);(162.52, 118.17);(141.32, 125.83);(168.04, 148.93);(137.01, 150.79);(141.26, 166.55);(121.11, 163.23);(134.72, 171.81);(115.69, 168.3);(131.46, 168.01);(115.27, 166.91);(133.01, 166.27);(117.29, 165.8);(161.47, 172.04);(149.0, 168.26);(113.53, 181.32);(108.07, 178.29);(122.82, 224.81);(118.84, 217.22);(126.74, 231.93);(124.65, 224.29);(104.83, 235.12);(103.8, 230.01)
